Public ID,Organization,Availability,System Name (click + for details),Processor (click + for details),Accelerator (click + for details),Benchmark,Model MLC,Scenario,Units,Division/Power,# of Accelerators,# of Nodes,Accelerator (click + for details),Availability,Host Processor Core Count,Processor (click + for details),Avg. Result at System Name,Sum of # of  Processors ,Sum of # of  Processors 
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,102131,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,99214.41,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,143904,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,128794,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,1660.71,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,1246.56,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,751.589,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,32.2916,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,stable-diffusion-xl,Server,Queries/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,28.4651,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,whisper,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,44922.4,2,2
5.1-0029,Dell_Broadcom,available,Dell PowerEdge XE9680 (8x H200-SXM-141GBVMware ESXi 9.0.0),Intel(R) Xeon(R) Platinum 8568Y,Virtualized NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,Virtualized NVIDIA H200-SXM-141GB,available,48,Intel(R) Xeon(R) Platinum 8568Y,34301.9,2,2
5.1-0029,Dell_Broadcom,available,Dell PowerEdge XE9680 (8x H200-SXM-141GBVMware ESXi 9.0.0),Intel(R) Xeon(R) Platinum 8568Y,Virtualized NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,Virtualized NVIDIA H200-SXM-141GB,available,48,Intel(R) Xeon(R) Platinum 8568Y,33384.69,2,2
5.1-0029,Dell_Broadcom,available,Dell PowerEdge XE9680 (8x H200-SXM-141GBVMware ESXi 9.0.0),Intel(R) Xeon(R) Platinum 8568Y,Virtualized NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,Virtualized NVIDIA H200-SXM-141GB,available,48,Intel(R) Xeon(R) Platinum 8568Y,34485.7,2,2
5.1-0029,Dell_Broadcom,available,Dell PowerEdge XE9680 (8x H200-SXM-141GBVMware ESXi 9.0.0),Intel(R) Xeon(R) Platinum 8568Y,Virtualized NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,Virtualized NVIDIA H200-SXM-141GB,available,48,Intel(R) Xeon(R) Platinum 8568Y,33370.58,2,2
5.1-0029,Dell_Broadcom,available,Dell PowerEdge XE9680 (8x H200-SXM-141GBVMware ESXi 9.0.0),Intel(R) Xeon(R) Platinum 8568Y,Virtualized NVIDIA H200-SXM-141GB,Inference,llama3.1-405b,Offline,Tokens/s,Closed ,8,1,Virtualized NVIDIA H200-SXM-141GB,available,48,Intel(R) Xeon(R) Platinum 8568Y,547.261,2,2
5.1-0029,Dell_Broadcom,available,Dell PowerEdge XE9680 (8x H200-SXM-141GBVMware ESXi 9.0.0),Intel(R) Xeon(R) Platinum 8568Y,Virtualized NVIDIA H200-SXM-141GB,Inference,llama3.1-405b,Server,Tokens/s,Closed ,8,1,Virtualized NVIDIA H200-SXM-141GB,available,48,Intel(R) Xeon(R) Platinum 8568Y,277.331,2,2
5.1-0029,Dell_Broadcom,available,Dell PowerEdge XE9680 (8x H200-SXM-141GBVMware ESXi 9.0.0),Intel(R) Xeon(R) Platinum 8568Y,Virtualized NVIDIA H200-SXM-141GB,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,8,1,Virtualized NVIDIA H200-SXM-141GB,available,48,Intel(R) Xeon(R) Platinum 8568Y,18.6415,2,2
5.1-0029,Dell_Broadcom,available,Dell PowerEdge XE9680 (8x H200-SXM-141GBVMware ESXi 9.0.0),Intel(R) Xeon(R) Platinum 8568Y,Virtualized NVIDIA H200-SXM-141GB,Inference,stable-diffusion-xl,Server,Queries/s,Closed ,8,1,Virtualized NVIDIA H200-SXM-141GB,available,48,Intel(R) Xeon(R) Platinum 8568Y,17.9503,2,2
5.1-0030,Dell_MangoBoost,available,Dell PowerEdge XE9680 (2x8x MI300X-192GB MangoBoost-LLMBoost),Intel Xeon Platinum 8460Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,2,AMD Instinct MI300X 192GB HBM3,available,80,Intel Xeon Platinum 8460Y+,53572.2,2,2
5.1-0030,Dell_MangoBoost,available,Dell PowerEdge XE9680 (2x8x MI300X-192GB MangoBoost-LLMBoost),Intel Xeon Platinum 8460Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,2,AMD Instinct MI300X 192GB HBM3,available,80,Intel Xeon Platinum 8460Y+,47561.71,2,2
5.1-0030,Dell_MangoBoost,available,Dell PowerEdge XE9680 (2x8x MI300X-192GB MangoBoost-LLMBoost),Intel Xeon Platinum 8460Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,2,AMD Instinct MI300X 192GB HBM3,available,80,Intel Xeon Platinum 8460Y+,53572.2,2,2
5.1-0030,Dell_MangoBoost,available,Dell PowerEdge XE9680 (2x8x MI300X-192GB MangoBoost-LLMBoost),Intel Xeon Platinum 8460Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,2,AMD Instinct MI300X 192GB HBM3,available,80,Intel Xeon Platinum 8460Y+,47561.71,2,2
5.1-0031,Dell_MangoBoost,available,Dell PowerEdge XE9680 (8x MI300X-192GB MangoBoost-LLMBoost),Intel Xeon Platinum 8460Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,80,Intel Xeon Platinum 8460Y+,27678.1,2,2
5.1-0031,Dell_MangoBoost,available,Dell PowerEdge XE9680 (8x MI300X-192GB MangoBoost-LLMBoost),Intel Xeon Platinum 8460Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,80,Intel Xeon Platinum 8460Y+,24532.7,2,2
5.1-0031,Dell_MangoBoost,available,Dell PowerEdge XE9680 (8x MI300X-192GB MangoBoost-LLMBoost),Intel Xeon Platinum 8460Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,80,Intel Xeon Platinum 8460Y+,27678.1,2,2
5.1-0031,Dell_MangoBoost,available,Dell PowerEdge XE9680 (8x MI300X-192GB MangoBoost-LLMBoost),Intel Xeon Platinum 8460Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,80,Intel Xeon Platinum 8460Y+,24532.7,2,2
5.1-0032,GATEOverflow,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),Intel(R) Xeon(R) w7-2495X,NVIDIA GeForce RTX 4090,Inference,retinanet,Offline,Samples/s,Closed ,2,1,NVIDIA GeForce RTX 4090,available,24,Intel(R) Xeon(R) w7-2495X,1760.45,1,1
5.1-0032,GATEOverflow,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),Intel(R) Xeon(R) w7-2495X,NVIDIA GeForce RTX 4090,Inference,retinanet,Server,Queries/s,Closed ,2,1,NVIDIA GeForce RTX 4090,available,24,Intel(R) Xeon(R) w7-2495X,1448.97,1,1
5.1-0033,GATEOverflow,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),Intel(R) Xeon(R) w7-2495X,NVIDIA GeForce RTX 4090,Inference,whisper,Offline,Tokens/s,Closed ,2,1,NVIDIA GeForce RTX 4090,available,24,Intel(R) Xeon(R) w7-2495X,104.953,1,1
5.1-0045,GigaComputing,available,G893-ZX1-AAX2,AMD EPYC 9575F,AMD Instinct MI325X 256GB HBM3e,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,AMD Instinct MI325X 256GB HBM3e,available,64,AMD EPYC 9575F,34483.2,2,2
5.1-0045,GigaComputing,available,G893-ZX1-AAX2,AMD EPYC 9575F,AMD Instinct MI325X 256GB HBM3e,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,AMD Instinct MI325X 256GB HBM3e,available,64,AMD EPYC 9575F,32139.41,2,2
5.1-0045,GigaComputing,available,G893-ZX1-AAX2,AMD EPYC 9575F,AMD Instinct MI325X 256GB HBM3e,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,AMD Instinct MI325X 256GB HBM3e,available,64,AMD EPYC 9575F,18825.9,2,2
5.1-0045,GigaComputing,available,G893-ZX1-AAX2,AMD EPYC 9575F,AMD Instinct MI325X 256GB HBM3e,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,AMD Instinct MI325X 256GB HBM3e,available,64,AMD EPYC 9575F,34483.2,2,2
5.1-0045,GigaComputing,available,G893-ZX1-AAX2,AMD EPYC 9575F,AMD Instinct MI325X 256GB HBM3e,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,AMD Instinct MI325X 256GB HBM3e,available,64,AMD EPYC 9575F,32139.41,2,2
5.1-0045,GigaComputing,available,G893-ZX1-AAX2,AMD EPYC 9575F,AMD Instinct MI325X 256GB HBM3e,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,AMD Instinct MI325X 256GB HBM3e,available,64,AMD EPYC 9575F,18825.9,2,2
5.1-0045,GigaComputing,available,G893-ZX1-AAX2,AMD EPYC 9575F,AMD Instinct MI325X 256GB HBM3e,Inference,mixtral-8x7b,Offline,Tokens/s,Closed ,8,1,AMD Instinct MI325X 256GB HBM3e,available,64,AMD EPYC 9575F,69692,2,2
5.1-0045,GigaComputing,available,G893-ZX1-AAX2,AMD EPYC 9575F,AMD Instinct MI325X 256GB HBM3e,Inference,mixtral-8x7b,Server,Tokens/s,Closed ,8,1,AMD Instinct MI325X 256GB HBM3e,available,64,AMD EPYC 9575F,58242.7,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,deepseek-r1,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,30873.9,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,deepseek-r1,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,15977.9,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,98607.7,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,99065.98,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,62851.2,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,98607.7,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,99065.98,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,62851.2,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,142136,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,128660,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,102829,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,1625.66,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,1244.97,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,719.409,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,rgat,Offline,Samples/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,632483,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,31.5784,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,stable-diffusion-xl,Server,Queries/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,28.4612,2,2
5.1-0046,GigaComputing,available,G894-SD1,Intel(R) Xeon(R) 6745P,NVIDIA B200-SXM-180GB,Inference,whisper,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,32,Intel(R) Xeon(R) 6745P,42565.2,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,deepseek-r1,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,31920.3,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,deepseek-r1,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,14630.7,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,78463.5,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,99169.78,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,52140.7,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,78463.5,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,99169.78,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,52140.7,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,141138,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,119628,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,1655.36,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,1246.79,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,750.447,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,rgat,Offline,Samples/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,630364,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,32.1157,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,stable-diffusion-xl,Server,Queries/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,28.4633,2,2
5.1-0047,Google,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),Intel(R) Xeon(R) Platinum 8570,NVIDIA B200-SXM-180GB,Inference,whisper,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,56,Intel(R) Xeon(R) Platinum 8570,42755.7,2,2
5.1-0048,Google,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,35043.7,2,2
5.1-0048,Google,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,19554.7,2,2
5.1-0048,Google,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,35043.7,2,2
5.1-0048,Google,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,19554.7,2,2
5.1-0048,Google,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,Inference,retinanet,Offline,Samples/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,14718.8,2,2
5.1-0048,Google,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,Inference,retinanet,Server,Queries/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,13603.3,2,2
5.1-0048,Google,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,Inference,whisper,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,34088.7,2,2
5.1-0049,HPE,available,HPE Cray XD670 (8x H200-SXM-141GB),Intel(R) Xeon(R) Platinum 8562Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,32,Intel(R) Xeon(R) Platinum 8562Y+,34964.6,2,2
5.1-0049,HPE,available,HPE Cray XD670 (8x H200-SXM-141GB),Intel(R) Xeon(R) Platinum 8562Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,32,Intel(R) Xeon(R) Platinum 8562Y+,33164.39,2,2
5.1-0049,HPE,available,HPE Cray XD670 (8x H200-SXM-141GB),Intel(R) Xeon(R) Platinum 8562Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,32,Intel(R) Xeon(R) Platinum 8562Y+,20432.1,2,2
5.1-0049,HPE,available,HPE Cray XD670 (8x H200-SXM-141GB),Intel(R) Xeon(R) Platinum 8562Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,32,Intel(R) Xeon(R) Platinum 8562Y+,34797,2,2
5.1-0049,HPE,available,HPE Cray XD670 (8x H200-SXM-141GB),Intel(R) Xeon(R) Platinum 8562Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,32,Intel(R) Xeon(R) Platinum 8562Y+,33144.07,2,2
5.1-0049,HPE,available,HPE Cray XD670 (8x H200-SXM-141GB),Intel(R) Xeon(R) Platinum 8562Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,32,Intel(R) Xeon(R) Platinum 8562Y+,20356.8,2,2
