model,timestamp,money
gemini-2.5-pro,237,4132.544717
gpt-5,237,3912.559777
grok-4,237,10919.732831
qwen3-max,237,18180.216122
deepseek-chat-v3.1,237,22025.990617
claude-sonnet-4-5,237,11833.437085
buynhold_btc,237,10730.90615
gpt-5,238,3685.308444
gemini-2.5-pro,238,3909.514452
grok-4,238,10513.087843
deepseek-chat-v3.1,238,21731.500398
qwen3-max,238,17630.6743
claude-sonnet-4-5,238,11632.161522
buynhold_btc,238,10697.04105
gpt-5,239,3660.268276
grok-4,239,10478.540968
gemini-2.5-pro,239,3883.073173
qwen3-max,239,16946.084917
deepseek-chat-v3.1,239,21630.18903
claude-sonnet-4-5,239,11529.373022
buynhold_btc,239,10699.28625
gpt-5,240,3607.962698
grok-4,240,10394.871008
gemini-2.5-pro,240,3860.673018
qwen3-max,240,16741.373691
deepseek-chat-v3.1,240,21434.545232
claude-sonnet-4-5,240,11156.94623
buynhold_btc,240,10679.82785
gpt-5,241,3620.988349
grok-4,241,10342.432022
gemini-2.5-pro,241,3870.398141
qwen3-max,241,16779.022456
deepseek-chat-v3.1,241,21452.998354
claude-sonnet-4-5,241,11264.250487
buynhold_btc,241,10674.6826
gpt-5,242,3665.027648
gemini-2.5-pro,242,3906.81613
grok-4,242,10436.697566
qwen3-max,242,16746.592553
deepseek-chat-v3.1,242,21615.006564
claude-sonnet-4-5,242,11462.055841
buynhold_btc,242,10697.883
gpt-5,243,3833.87477
gemini-2.5-pro,243,3989.658816
grok-4,243,10621.128944
qwen3-max,243,17047.038489
deepseek-chat-v3.1,243,21852.865129
claude-sonnet-4-5,243,11588.569388
buynhold_btc,243,10681.32465
gpt-5,244,3691.565234
gemini-2.5-pro,244,3812.323515
grok-4,244,10298.497963
deepseek-chat-v3.1,244,21331.257302
qwen3-max,244,16702.168823
claude-sonnet-4-5,244,11257.186301
buynhold_btc,244,10663.17595
gpt-5,245,3715.988803
gemini-2.5-pro,245,3821.890546
grok-4,245,10278.825582
qwen3-max,245,16682.879413
deepseek-chat-v3.1,245,21288.05718
claude-sonnet-4-5,245,11185.506076
buynhold_btc,245,10659.7146
gpt-5,246,3735.408972
gemini-2.5-pro,246,3859.540946
grok-4,246,10378.417322
qwen3-max,246,16675.269401
deepseek-chat-v3.1,246,21473.794606
claude-sonnet-4-5,246,11171.707297
buynhold_btc,246,10653.82095
gpt-5,247,3486.792638
gemini-2.5-pro,247,3725.258969
grok-4,247,10005.918332
qwen3-max,247,16484.432902
deepseek-chat-v3.1,247,20979.268917
claude-sonnet-4-5,247,10913.881502
buynhold_btc,247,10670.47285
gpt-5,248,3763.875037
gemini-2.5-pro,248,3869.929828
grok-4,248,10475.588313
qwen3-max,248,16850.581594
deepseek-chat-v3.1,248,21617.46647
claude-sonnet-4-5,248,11398.535933
buynhold_btc,248,10681.4182
gpt-5,249,3861.736306
gemini-2.5-pro,249,3872.486661
grok-4,249,10438.072928
deepseek-chat-v3.1,249,21537.370825
qwen3-max,249,16852.459629
claude-sonnet-4-5,249,11385.269866
buynhold_btc,249,10707.14445
gpt-5,250,3896.571593
gemini-2.5-pro,250,3950.026465
grok-4,250,10597.034185
deepseek-chat-v3.1,250,21830.909157
qwen3-max,250,17106.185483
claude-sonnet-4-5,250,11520.999911
buynhold_btc,250,10701.2508
gpt-5,251,3870.022414
gemini-2.5-pro,251,3948.999955
grok-4,251,10589.454567
qwen3-max,251,17073.020443
deepseek-chat-v3.1,251,21687.604498
claude-sonnet-4-5,251,11541.762717
buynhold_btc,251,10710.98
grok-4,252,10468.566687
gpt-5,252,3792.641796
gemini-2.5-pro,252,3886.845186
deepseek-chat-v3.1,252,21590.456011
qwen3-max,252,17101.904755
claude-sonnet-4-5,252,11504.637268
buynhold_btc,252,10726.5093
gpt-5,253,3735.125583
gemini-2.5-pro,253,3814.579866
grok-4,253,10356.968608
qwen3-max,253,16957.051293
deepseek-chat-v3.1,253,21473.051766
claude-sonnet-4-5,253,11356.256901
buynhold_btc,253,10701.71855
gpt-5,254,3827.492787
gemini-2.5-pro,254,3933.928232
grok-4,254,10597.618915
deepseek-chat-v3.1,254,21832.380118
qwen3-max,254,17128.286937
claude-sonnet-4-5,254,11798.684615
buynhold_btc,254,10770.94555
gpt-5,255,3985.707119
grok-4,255,10990.229135
gemini-2.5-pro,255,4160.494752
deepseek-chat-v3.1,255,22164.421597
qwen3-max,255,17851.39279
claude-sonnet-4-5,255,12117.211099
buynhold_btc,255,10801.44285
gpt-5,256,3754.427446
gemini-2.5-pro,256,3873.561611
grok-4,256,10506.043235
qwen3-max,256,17603.602795
deepseek-chat-v3.1,256,21691.108039
claude-sonnet-4-5,256,12013.525349
buynhold_btc,256,10738.1095
gpt-5,257,3712.850951
gemini-2.5-pro,257,3806.797881
grok-4,257,10333.343992
qwen3-max,257,17130.976632
deepseek-chat-v3.1,257,21484.389559
claude-sonnet-4-5,257,11573.732659
buynhold_btc,257,10771.2262
gpt-5,258,3875.542618
gemini-2.5-pro,258,4039.883909
grok-4,258,10815.824889
qwen3-max,258,17748.964091
deepseek-chat-v3.1,258,21915.216296
claude-sonnet-4-5,258,12136.134937
buynhold_btc,258,10811.2656
gpt-5,259,3924.76547
grok-4,259,10895.902709
gemini-2.5-pro,259,4081.62724
deepseek-chat-v3.1,259,21862.182766
qwen3-max,259,17549.35207
claude-sonnet-4-5,259,12126.823792
buynhold_btc,259,10737.45465
gpt-5,260,3831.080649
gemini-2.5-pro,260,4023.607253
grok-4,260,10694.002842
qwen3-max,260,17419.822486
deepseek-chat-v3.1,260,21759.99954
claude-sonnet-4-5,260,11891.265342
buynhold_btc,260,10673.1858
gpt-5,261,3428.65623
grok-4,261,9751.809814
gemini-2.5-pro,261,3464.353531
qwen3-max,261,16388.025047
deepseek-chat-v3.1,261,19986.74456
claude-sonnet-4-5,261,10269.576548
buynhold_btc,261,10572.3389
gpt-5,262,3337.988565
gemini-2.5-pro,262,3691.292884
grok-4,262,8721.640753
qwen3-max,262,15676.705675
deepseek-chat-v3.1,262,18127.952747
claude-sonnet-4-5,262,9698.066175
buynhold_btc,262,10567.6614
gpt-5,263,3293.240372
grok-4,263,8831.924717
gemini-2.5-pro,263,3623.035319
qwen3-max,263,16065.494687
deepseek-chat-v3.1,263,18690.797271
claude-sonnet-4-5,263,9794.29289
buynhold_btc,263,10590.76825
gpt-5,264,3443.203685
gemini-2.5-pro,264,3409.22869
grok-4,264,9098.197268
qwen3-max,264,16014.821519
deepseek-chat-v3.1,264,18834.246996
claude-sonnet-4-5,264,9848.199952
buynhold_btc,264,10575.3325
gpt-5,265,3298.768199
gemini-2.5-pro,265,3538.680933
grok-4,265,8935.427493
qwen3-max,265,15856.841325
deepseek-chat-v3.1,265,18675.223864
claude-sonnet-4-5,265,9844.306804
buynhold_btc,265,10542.68355
gpt-5,266,3185.132149
gemini-2.5-pro,266,3585.096057
grok-4,266,8876.328787
deepseek-chat-v3.1,266,18720.89593
qwen3-max,266,15633.895283
claude-sonnet-4-5,266,9838.600732
buynhold_btc,266,10531.83175
gpt-5,267,3264.905642
gemini-2.5-pro,267,3509.797601
grok-4,267,8958.71608
qwen3-max,267,15441.549268
deepseek-chat-v3.1,267,18773.321692
claude-sonnet-4-5,267,9880.64543
buynhold_btc,267,10535.4802
gpt-5,268,3335.729283
gemini-2.5-pro,268,3451.201319
grok-4,268,9018.684121
qwen3-max,268,15494.311599
deepseek-chat-v3.1,268,18882.264157
claude-sonnet-4-5,268,9830.639632
buynhold_btc,268,10527.8091
gpt-5,269,3235.153524
gemini-2.5-pro,269,3509.253479
grok-4,269,8920.074255
qwen3-max,269,15464.115154
deepseek-chat-v3.1,269,18840.538759
claude-sonnet-4-5,269,9855.02801
buynhold_btc,269,10549.3256
gpt-5,270,3404.660035
grok-4,270,9101.478484
gemini-2.5-pro,270,3381.80304
qwen3-max,270,15732.436261
deepseek-chat-v3.1,270,19202.811274
claude-sonnet-4-5,270,9877.728917
buynhold_btc,270,10596.1006
gpt-5,271,3497.453964
gemini-2.5-pro,271,3296.725022
grok-4,271,9184.846454
qwen3-max,271,15751.19543
deepseek-chat-v3.1,271,19240.977075
claude-sonnet-4-5,271,9926.552451
buynhold_btc,271,10574.30345
gpt-5,272,3594.899553
gemini-2.5-pro,272,3228.257879
grok-4,272,9330.231956
qwen3-max,272,15931.792559
deepseek-chat-v3.1,272,19467.92354
claude-sonnet-4-5,272,9940.914359
buynhold_btc,272,10607.8879
gpt-5,273,3640.576958
grok-4,273,9401.411624
gemini-2.5-pro,273,3213.985319
qwen3-max,273,16200.107299
deepseek-chat-v3.1,273,19420.53109
claude-sonnet-4-5,273,9929.54594
buynhold_btc,273,10575.8938
gpt-5,274,3435.403376
grok-4,274,9178.288934
gemini-2.5-pro,274,3358.57936
qwen3-max,274,15806.786136
deepseek-chat-v3.1,274,19141.967774
claude-sonnet-4-5,274,9900.066457
buynhold_btc,274,10563.451649999999
gpt-5,275,3433.798502
gemini-2.5-pro,275,3383.17826
grok-4,275,9171.713169
qwen3-max,275,15770.465832
deepseek-chat-v3.1,275,19139.799518
claude-sonnet-4-5,275,9964.28769
buynhold_btc,275,10590.3005
gpt-5,276,3452.130887
gemini-2.5-pro,276,3259.580261
grok-4,276,9252.604178
qwen3-max,276,15620.586403
deepseek-chat-v3.1,276,19223.171391
claude-sonnet-4-5,276,10025.487804
buynhold_btc,276,10590.1134
gpt-5,277,3644.855803
gemini-2.5-pro,277,3223.623925
grok-4,277,9528.591821
qwen3-max,277,15917.464782
deepseek-chat-v3.1,277,19866.137513
claude-sonnet-4-5,277,10082.936914
buynhold_btc,277,10580.9455
gpt-5,278,3694.659987
gemini-2.5-pro,278,3233.418537
grok-4,278,9635.825435
qwen3-max,278,15846.463016
deepseek-chat-v3.1,278,20132.743022
claude-sonnet-4-5,278,10132.32776
buynhold_btc,278,10572.9002
gemini-2.5-pro,279,3334.888377
gpt-5,279,3576.216453
grok-4,279,9280.664539
qwen3-max,279,15566.023486
deepseek-chat-v3.1,279,19448.498706
claude-sonnet-4-5,279,10064.613496
buynhold_btc,279,10535.38665
gpt-5,280,3456.955332
grok-4,280,9242.9611
gemini-2.5-pro,280,3380.20455
qwen3-max,280,15328.427449
deepseek-chat-v3.1,280,19592.286734
claude-sonnet-4-5,280,10096.063094
buynhold_btc,280,10471.58555
gpt-5,281,3121.261404
gemini-2.5-pro,281,3461.576754
grok-4,281,8621.314064
deepseek-chat-v3.1,281,18665.716974
qwen3-max,281,14678.079623
claude-sonnet-4-5,281,9917.770489
buynhold_btc,281,10408.71995
gpt-5,282,3111.186418
gemini-2.5-pro,282,3350.149962
grok-4,282,8705.871519
qwen3-max,282,14457.835728
deepseek-chat-v3.1,282,18832.733725
claude-sonnet-4-5,282,9951.753149
buynhold_btc,282,10449.69485
gpt-5,283,3361.546143
gemini-2.5-pro,283,3114.387125
grok-4,283,9142.059917
qwen3-max,283,14769.753329
deepseek-chat-v3.1,283,19395.649789
claude-sonnet-4-5,283,10007.080025
buynhold_btc,283,10285.1404
gpt-5,284,3168.975978
gemini-2.5-pro,284,3192.331911
grok-4,284,8558.007911
qwen3-max,284,14356.999139
deepseek-chat-v3.1,284,18352.429029
claude-sonnet-4-5,284,9694.433055
buynhold_btc,284,10347.53825
gpt-5,285,3117.533921
gemini-2.5-pro,285,3263.253898
grok-4,285,8638.664376
qwen3-max,285,14186.466516
deepseek-chat-v3.1,285,18029.940359
claude-sonnet-4-5,285,9532.237048
buynhold_btc,285,10423.5944
gpt-5,286,3191.994272
gemini-2.5-pro,286,3002.633997
grok-4,286,8967.363852
qwen3-max,286,14611.247186
deepseek-chat-v3.1,286,18750.591364
claude-sonnet-4-5,286,9670.862344
buynhold_btc,286,10467.0016
gpt-5,287,3242.915026
grok-4,287,9055.780539
gemini-2.5-pro,287,2943.443261
qwen3-max,287,14670.679543
deepseek-chat-v3.1,287,18918.593612
claude-sonnet-4-5,287,9701.138873
buynhold_btc,287,10405.72635
gpt-5,288,3234.739148
gemini-2.5-pro,288,3024.650794
grok-4,288,8780.398522
deepseek-chat-v3.1,288,18571.302525
qwen3-max,288,14302.803563
claude-sonnet-4-5,288,9602.048507
buynhold_btc,288,10296.83415
gpt-5,289,3155.89637
grok-4,289,8238.670598
gemini-2.5-pro,289,3307.383024
qwen3-max,289,13693.375866
deepseek-chat-v3.1,289,17895.983469
claude-sonnet-4-5,289,9431.0915
buynhold_btc,289,10326.6766
gpt-5,290,3218.127283
grok-4,290,8436.239726
gemini-2.5-pro,290,3199.218713
qwen3-max,290,13980.883755
deepseek-chat-v3.1,290,17994.796018
claude-sonnet-4-5,290,9553.724369
buynhold_btc,290,10353.619
gpt-5,291,3300.929619
gemini-2.5-pro,291,3140.474812
grok-4,291,8515.690296
qwen3-max,291,13944.332543
deepseek-chat-v3.1,291,18353.164787
claude-sonnet-4-5,291,9623.929827
buynhold_btc,291,10389.9164
gpt-5,292,3353.6522
gemini-2.5-pro,292,3005.445297
grok-4,292,8783.97366
qwen3-max,292,14198.376806
deepseek-chat-v3.1,292,18877.253037
claude-sonnet-4-5,292,9694.063844
buynhold_btc,292,10377.0065
gpt-5,293,3311.439265
grok-4,293,8694.39288
gemini-2.5-pro,293,3053.197005
deepseek-chat-v3.1,293,18616.973453
qwen3-max,293,14158.522777
claude-sonnet-4-5,293,9529.59394
buynhold_btc,293,10243.9784
gpt-5,294,3012.98177
gemini-2.5-pro,294,3488.181
grok-4,294,7549.389329
qwen3-max,294,12574.429084
deepseek-chat-v3.1,294,16880.959146
claude-sonnet-4-5,294,9371.366847
buynhold_btc,294,10237.9912
gpt-5,295,3179.522572
gemini-2.5-pro,295,3116.733827
grok-4,295,8386.124535
qwen3-max,295,13491.723714
deepseek-chat-v3.1,295,18137.547672
claude-sonnet-4-5,295,9575.501178
buynhold_btc,295,10325.9282
gpt-5,296,3143.363985
gemini-2.5-pro,296,3103.059089
grok-4,296,8460.307031
deepseek-chat-v3.1,296,18054.009368
qwen3-max,296,13697.362161
claude-sonnet-4-5,296,9583.113929
buynhold_btc,296,10418.82335
gpt-5,297,3200.868748
grok-4,297,8797.700051
gemini-2.5-pro,297,2945.651603
qwen3-max,297,13950.037485
deepseek-chat-v3.1,297,18531.960614
claude-sonnet-4-5,297,9618.984892
buynhold_btc,297,10382.8066
gpt-5,298,3194.613919
gemini-2.5-pro,298,3039.411095
grok-4,298,8514.189765
deepseek-chat-v3.1,298,18332.561222
qwen3-max,298,13716.776237
claude-sonnet-4-5,298,9587.495762
buynhold_btc,298,10315.6377
gpt-5,299,3079.3018
deepseek-chat-v3.1,299,17626.799922
grok-4,299,8073.013036
gemini-2.5-pro,299,3138.434711
qwen3-max,299,13372.217834
claude-sonnet-4-5,299,9479.527467
buynhold_btc,299,10307.68595
gpt-5,300,3061.580117
grok-4,300,8090.255512
gemini-2.5-pro,300,3120.878871
qwen3-max,300,13415.319778
deepseek-chat-v3.1,300,17580.981851
claude-sonnet-4-5,300,9447.289194
buynhold_btc,300,10296.27285
gpt-5,301,3042.857822
gemini-2.5-pro,301,3178.986639
grok-4,301,7901.510509
qwen3-max,301,13274.463743
deepseek-chat-v3.1,301,17320.511637
claude-sonnet-4-5,301,9431.159997
buynhold_btc,301,10197.5776
gpt-5,302,2748.733515
grok-4,302,7051.071249
gemini-2.5-pro,302,3450.386253
qwen3-max,302,12534.512405
deepseek-chat-v3.1,302,15929.150609
claude-sonnet-4-5,302,9364.330918
buynhold_btc,302,10071.75285
gpt-5,303,2831.969845
gemini-2.5-pro,303,3715.525241
grok-4,303,6643.479614
qwen3-max,303,12270.210097
deepseek-chat-v3.1,303,14915.029748
claude-sonnet-4-5,303,9218.214907
buynhold_btc,303,10117.96655
gpt-5,304,2764.196429
gemini-2.5-pro,304,3544.114774
grok-4,304,6883.083142
qwen3-max,304,12447.7039
deepseek-chat-v3.1,304,15325.724542
claude-sonnet-4-5,304,9178.975326
buynhold_btc,304,10068.01085
gpt-5,305,2863.025316
grok-4,305,6458.620426
gemini-2.5-pro,305,3810.486513
qwen3-max,305,12161.311092
deepseek-chat-v3.1,305,14478.302674
claude-sonnet-4-5,305,9174.704539
buynhold_btc,305,10122.1763
gpt-5,306,2801.64596
gemini-2.5-pro,306,3674.482433
grok-4,306,6494.479984
qwen3-max,306,12359.48577
deepseek-chat-v3.1,306,14227.853829
claude-sonnet-4-5,306,9036.70099
buynhold_btc,306,10016.839
gpt-5,307,2922.924384
gemini-2.5-pro,307,3833.548651
grok-4,307,6192.894996
qwen3-max,307,12105.771551
deepseek-chat-v3.1,307,14490.139816
claude-sonnet-4-5,307,8941.668714
buynhold_btc,307,10014.12605
gpt-5,308,3025.574219
gemini-2.5-pro,308,4069.152285
grok-4,308,5911.533067
qwen3-max,308,11828.430657
deepseek-chat-v3.1,308,13218.126649
claude-sonnet-4-5,308,8815.781949
buynhold_btc,308,9962.533225
gpt-5,309,3193.561929
gemini-2.5-pro,309,4222.543914
grok-4,309,5714.943255
qwen3-max,309,11715.731301
deepseek-chat-v3.1,309,12010.671732
claude-sonnet-4-5,309,8364.299587
buynhold_btc,309,10040.7878
grok-4,310,5813.587722
gpt-5,310,2913.98952
gemini-2.5-pro,310,3885.412906
qwen3-max,310,12091.066837
deepseek-chat-v3.1,310,12971.482926
claude-sonnet-4-5,310,8572.543193
buynhold_btc,310,10058.5623
gpt-5,311,2858.012626
gemini-2.5-pro,311,3824.07938
grok-4,311,5815.710673
qwen3-max,311,12249.260305
deepseek-chat-v3.1,311,13378.544873
claude-sonnet-4-5,311,8614.711032
buynhold_btc,311,10072.5948
gpt-5,312,2823.024461
gemini-2.5-pro,312,3738.218458
grok-4,312,5818.448489
deepseek-chat-v3.1,312,13428.417893
qwen3-max,312,12211.313767
claude-sonnet-4-5,312,8620.743419
buynhold_btc,312,10119.65045
gpt-5,313,2738.131617
gemini-2.5-pro,313,3594.141455
grok-4,313,5898.120179
qwen3-max,313,12501.385119
deepseek-chat-v3.1,313,14100.850402
claude-sonnet-4-5,313,8724.229871
buynhold_btc,313,10163.99315
gpt-5,314,2572.759668
gemini-2.5-pro,314,3394.145194
grok-4,314,6105.621298
deepseek-chat-v3.1,314,14336.86127
qwen3-max,314,12880.011322
claude-sonnet-4-5,314,8882.100059
buynhold_btc,314,10265.77555
gpt-5,315,2522.865147
gemini-2.5-pro,315,3282.326285
grok-4,315,6214.021969
deepseek-chat-v3.1,315,14621.611359
qwen3-max,315,13069.182875
claude-sonnet-4-5,315,8841.044545
buynhold_btc,315,10194.2098
gpt-5,316,2589.704076
gemini-2.5-pro,316,3485.750971
grok-4,316,6046.807068
deepseek-chat-v3.1,316,14135.154643
qwen3-max,316,12581.040048
claude-sonnet-4-5,316,8825.175199
buynhold_btc,316,10209.3649
gpt-5,317,2550.944761
gemini-2.5-pro,317,3383.353653
grok-4,317,6094.821948
qwen3-max,317,12795.584492
deepseek-chat-v3.1,317,14423.266806
claude-sonnet-4-5,317,8933.405497
buynhold_btc,317,10278.68545
gpt-5,318,2430.037547
gemini-2.5-pro,318,3157.388113
grok-4,318,6181.948906
qwen3-max,318,13189.482623
deepseek-chat-v3.1,318,14780.44253
claude-sonnet-4-5,318,8916.804266
buynhold_btc,318,10286.35655
gpt-5,319,2453.781651
gemini-2.5-pro,319,3243.436694
grok-4,319,6181.41351
qwen3-max,319,13252.98217
deepseek-chat-v3.1,319,14805.557736
claude-sonnet-4-5,319,8843.628592
buynhold_btc,319,10258.66575
gpt-5,320,2486.335762
grok-4,320,6141.38865
gemini-2.5-pro,320,3300.112085
qwen3-max,320,13097.003531
deepseek-chat-v3.1,320,14608.292467
claude-sonnet-4-5,320,8826.298794
buynhold_btc,320,10252.7721
grok-4,321,6061.66268
gpt-5,321,2487.390934
gemini-2.5-pro,321,3357.145845
deepseek-chat-v3.1,321,14665.206842
qwen3-max,321,13030.706389
claude-sonnet-4-5,321,8827.583982
buynhold_btc,321,10271.4821
gpt-5,322,2434.247482
grok-4,322,6222.378845
gemini-2.5-pro,322,3182.840389
deepseek-chat-v3.1,322,14968.912338
qwen3-max,322,13495.994682
claude-sonnet-4-5,322,8885.808221
buynhold_btc,322,10289.2566
gpt-5,323,2492.218341
grok-4,323,6182.277125
gemini-2.5-pro,323,3250.66542
qwen3-max,323,13245.024561
deepseek-chat-v3.1,323,14792.502741
claude-sonnet-4-5,323,8865.192793
buynhold_btc,323,10295.33735
gpt-5,324,2487.970075
deepseek-chat-v3.1,324,14590.741241
gemini-2.5-pro,324,3255.909577
grok-4,324,6259.804653
qwen3-max,324,13145.094646
claude-sonnet-4-5,324,8827.057781
buynhold_btc,324,10245.94295
gpt-5,325,2446.621416
grok-4,325,6341.980429
gemini-2.5-pro,325,3045.187925
deepseek-chat-v3.1,325,15088.070079
qwen3-max,325,13521.290269
claude-sonnet-4-5,325,8963.755998
buynhold_btc,325,10285.79525
gpt-5,326,2498.177916
gemini-2.5-pro,326,3276.700485
deepseek-chat-v3.1,326,14679.63751
grok-4,326,6239.956536
qwen3-max,326,13136.981667
claude-sonnet-4-5,326,8879.26599
buynhold_btc,326,10251.74305
gpt-5,327,2482.833964
gemini-2.5-pro,327,3136.304834
grok-4,327,6273.043565
qwen3-max,327,13334.409429
deepseek-chat-v3.1,327,14791.242378
claude-sonnet-4-5,327,8964.134951
buynhold_btc,327,10302.07295
gpt-5,328,2464.959412
gemini-2.5-pro,328,3042.796154
grok-4,328,6428.930845
deepseek-chat-v3.1,328,15044.602927
qwen3-max,328,13569.002501
claude-sonnet-4-5,328,8978.677365
buynhold_btc,328,10316.7603
gpt-5,329,2520.595112
gemini-2.5-pro,329,3071.31602
grok-4,329,6336.398177
qwen3-max,329,13354.609754
deepseek-chat-v3.1,329,14974.485089
claude-sonnet-4-5,329,8903.851685
buynhold_btc,329,10285.04685
gpt-5,330,2741.714259
gemini-2.5-pro,330,3439.393718
deepseek-chat-v3.1,330,14316.212335
grok-4,330,5980.684166
qwen3-max,330,12560.847192
claude-sonnet-4-5,330,8742.559168
buynhold_btc,330,10211.6101
gpt-5,331,2683.963512
grok-4,331,6157.203739
gemini-2.5-pro,331,3288.617346
qwen3-max,331,12889.851112
deepseek-chat-v3.1,331,14536.374653
claude-sonnet-4-5,331,8790.131088
buynhold_btc,331,10254.54955
grok-4,332,6201.879779
gpt-5,332,2604.03031
gemini-2.5-pro,332,3233.961887
qwen3-max,332,12843.613904
deepseek-chat-v3.1,332,14531.219527
claude-sonnet-4-5,332,8855.576792
buynhold_btc,332,10277.00155
gpt-5,333,2420.224094
gemini-2.5-pro,333,2980.075027
grok-4,333,6274.096224
qwen3-max,333,13095.323916
deepseek-chat-v3.1,333,14966.447717
claude-sonnet-4-5,333,9623.379968
buynhold_btc,333,10253.7076
gpt-5,334,2570.962696
gemini-2.5-pro,334,3150.413975
grok-4,334,6167.039364
qwen3-max,334,12969.436524
deepseek-chat-v3.1,334,14795.636257
claude-sonnet-4-5,334,9188.581219
buynhold_btc,334,10269.423999999999
gpt-5,335,2539.827957
gemini-2.5-pro,335,3135.38537
grok-4,335,6178.747827
deepseek-chat-v3.1,335,14816.678226
qwen3-max,335,13007.568512
claude-sonnet-4-5,335,9395.169374
buynhold_btc,335,10266.4304
gpt-5,336,2557.979873
gemini-2.5-pro,336,3159.55583
grok-4,336,6169.559137
qwen3-max,336,13017.970338
deepseek-chat-v3.1,336,14764.690064
claude-sonnet-4-5,336,9326.383759
buynhold_btc,336,10257.35605
gpt-5,337,2566.712668
grok-4,337,6196.734853
gemini-2.5-pro,337,3161.568346
qwen3-max,337,12970.552009
deepseek-chat-v3.1,337,14641.475391
claude-sonnet-4-5,337,9174.396445
buynhold_btc,337,10246.7849
gpt-5,338,2579.889151
gemini-2.5-pro,338,3179.267357
grok-4,338,6234.005618
qwen3-max,338,13181.552766
deepseek-chat-v3.1,338,14825.139496
claude-sonnet-4-5,338,9278.268855
buynhold_btc,338,10276.44025
gpt-5,339,2614.556704
gemini-2.5-pro,339,3218.914438
grok-4,339,6219.342533
deepseek-chat-v3.1,339,14567.265647
qwen3-max,339,13053.303478
claude-sonnet-4-5,339,8843.883623
buynhold_btc,339,10250.80755
gpt-5,340,2587.090265
grok-4,340,6247.868031
gemini-2.5-pro,340,3161.313526
deepseek-chat-v3.1,340,14644.740967
qwen3-max,340,13139.813799
claude-sonnet-4-5,340,9139.364378
buynhold_btc,340,10303.56975
gpt-5,341,2527.871945
gemini-2.5-pro,341,3079.165446
grok-4,341,6383.724837
qwen3-max,341,13476.480875
deepseek-chat-v3.1,341,14872.607741
claude-sonnet-4-5,341,9380.682257
buynhold_btc,341,10321.0636
gpt-5,342,2526.401203
gemini-2.5-pro,342,3062.34365
grok-4,342,6384.995046
qwen3-max,342,13405.457479
deepseek-chat-v3.1,342,14818.299433
claude-sonnet-4-5,342,9129.989721
buynhold_btc,342,10325.7411
gpt-5,343,2583.30287
gemini-2.5-pro,343,3145.977637
grok-4,343,6329.522779
qwen3-max,343,13353.315197
deepseek-chat-v3.1,343,14739.426431
claude-sonnet-4-5,343,8991.818954
buynhold_btc,343,10304.4117
gpt-5,344,2598.049762
grok-4,344,6301.580749
gemini-2.5-pro,344,3166.926791
deepseek-chat-v3.1,344,14638.635692
qwen3-max,344,13269.903918
claude-sonnet-4-5,344,8987.717055
buynhold_btc,344,10313.11185
gemini-2.5-pro,345,3133.952401
gpt-5,345,2579.573398
grok-4,345,6343.275163
deepseek-chat-v3.1,345,14633.482326
qwen3-max,345,13353.462145
claude-sonnet-4-5,345,8991.282786
buynhold_btc,345,10312.457
gpt-5,346,2528.384113
gemini-2.5-pro,346,3050.392173
grok-4,346,6376.441418
deepseek-chat-v3.1,346,14718.921751
qwen3-max,346,13390.999125
claude-sonnet-4-5,346,9143.301545
buynhold_btc,346,10299.45355
gpt-5,347,2570.524437
gemini-2.5-pro,347,3120.058143
grok-4,347,6304.464281
qwen3-max,347,13321.747942
deepseek-chat-v3.1,347,14692.806903
claude-sonnet-4-5,347,8925.785365
buynhold_btc,347,10298.14385
gpt-5,348,2546.763298
gemini-2.5-pro,348,3077.050518
grok-4,348,6357.613124
qwen3-max,348,13383.475601
deepseek-chat-v3.1,348,14752.830136
claude-sonnet-4-5,348,9182.733535
buynhold_btc,348,10296.7406
gpt-5,349,2555.669809
grok-4,349,6315.916574
gemini-2.5-pro,349,3090.69135
qwen3-max,349,13351.393363
deepseek-chat-v3.1,349,14745.129832
claude-sonnet-4-5,349,9192.218411
buynhold_btc,349,10307.12465
gemini-2.5-pro,350,3118.69248
gpt-5,350,2566.857767
grok-4,350,6265.20081
qwen3-max,350,13256.181988
deepseek-chat-v3.1,350,14665.775572
claude-sonnet-4-5,350,9120.974593
buynhold_btc,350,10288.8824
gpt-5,351,2612.945527
gemini-2.5-pro,351,3156.647261
grok-4,351,6273.27866
qwen3-max,351,13237.081137
deepseek-chat-v3.1,351,14559.402508
claude-sonnet-4-5,351,8743.373173
buynhold_btc,351,10285.5146
gpt-5,352,2635.990958
gemini-2.5-pro,352,3182.173391
grok-4,352,6241.644195
deepseek-chat-v3.1,352,14544.792592
qwen3-max,352,13220.930374
claude-sonnet-4-5,352,9258.406618
buynhold_btc,352,10300.76325
gpt-5,353,2525.582376
gemini-2.5-pro,353,3033.704235
grok-4,353,6346.065155
qwen3-max,353,13421.897
deepseek-chat-v3.1,353,14880.615963
claude-sonnet-4-5,353,9178.360763
buynhold_btc,353,10331.5412
gpt-5,354,2489.233452
grok-4,354,6391.189743
gemini-2.5-pro,354,3003.768185
qwen3-max,354,13483.622328
deepseek-chat-v3.1,354,14829.317253
claude-sonnet-4-5,354,9069.045434
buynhold_btc,354,10326.4895
gpt-5,355,2584.767882
gemini-2.5-pro,355,3126.736435
grok-4,355,6358.507863
deepseek-chat-v3.1,355,14721.226605
