,authorid,preferred_name,institution,position,department,start,end,city,country,institution_map
13143,~Mingrui_Wu2,True,Xiamen University,PhD student,,2023.0,,Xiamen,CN,Xiamen University
13144,~Zhengyu_Qian1,True,Peking University,Undergrad student,,2022.0,2026.0,,CN,Peking University
13147,~Tan_Minh_Nguyen1,True,National University of Singapore,Assistant Professor,,2023.0,,Singapore,SG,National University of Singapore
13148,~Yujun_Yan1,True,Dartmouth College,Assistant Professor,,2023.0,,Lebanon,US,Dartmouth College
13149,~Yanrui_Du1,True,Harbin Institute of Technology,PhD student,,2021.0,2026.0,,,Harbin Institute of Technology
13150,~Taehyun_Cho1,True,Seoul National University,PhD student,,2022.0,,Seoul,KR,Seoul National University
13151,~Boqian_Wu1,True,University of Twente,PhD student,,2022.0,2026.0,Luxembourg,LU,University of Twente
13152,~Yan_Wang10,False,NVIDIA,Researcher,,2023.0,,,US,NVIDIA
13153,~Hoang-Son_Tran1,True,National University of Singapore,PhD student,,2020.0,,Singapore,SG,National University of Singapore
13154,~Amy_Zhang1,True,University of Texas at Austin,Assistant Professor,,2023.0,,,,The University of Texas at Austin
13155,~Amy_Zhang1,True,Facebook,Research Scientist,,2017.0,,,,Meta
13156,~Runze_Yang2,True,Shanghai Jiaotong University,PhD student,,2021.0,2026.0,Shanghai,CN,Shanghai Jiao Tong University
13157,~Xi_Xiao1,True,"Shenzhen International Graduate School, Tsinghua University",Associate Professor,,2016.0,,,CN,"Tsinghua University, Beijing"
13158,~Jingqun_Tang1,True,Bytedance,Researcher,,2022.0,2025.0,,CN,ByteDance Inc.
13159,~Beilun_Wang1,True,Southeast University,Associate Professor,,2018.0,,,CN,Southeast University
13160,~Georgios_Piliouras1,True,Google DeepMind,Researcher,,2022.0,,London,GB,Google
13161,~Georgios_Piliouras1,True,Singapore University of Technology and Design,Associate Professor,,2015.0,,Singapore,SG,Singapore University of Technology and Design
13162,~Alexander_Branch1,True,"University of California, Los Angeles",Undergrad student,,2021.0,2025.0,Los Angeles,US,"University of California, Los Angeles"
13163,~Teresa_Lynn1,False,Mohamed bin Zayed University of Artificial Intelligence,Principal Researcher,,2023.0,,Abu Dhabi,AE,Mohamed bin Zayed University of Artificial Intelligence
13164,~Jin_Liu10,True,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",Intern,,2022.0,,Beijing,CN,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
13165,~Jin_Liu10,True,ShanghaiTech University,PhD student,,2021.0,,Shanghai,CN,ShanghaiTech University
13166,~Drew_Bagnell2,True,Aurora,Principal Researcher,,2017.0,,,,Aurora
13167,~Drew_Bagnell2,True,Carnegie Mellon University,Associate Professor,,2004.0,,,,Carnegie Mellon University
13168,~Shun_Lei1,True,"Tsinghua University, Tsinghua University",PhD student,,2021.0,,Shenzhen,CN,"Tsinghua University, Beijing"
13169,~Kazuki_Egashira1,True,The University of Tokyo,MS student,,2023.0,2025.0,,JP,The University of Tokyo
13170,~Joshua_Ruizhi_Wang1,True,Google Research,Researcher,,2018.0,,,,Google
13171,~Dongyoon_Hwang1,True,Korea Advanced Institute of Science & Technology,PhD student,,2021.0,2026.0,,,Korea Advanced Institute of Science and Technology
13172,~Yin_Zhou1,False,Waymo,Researcher,,2019.0,,Mountain View,US,Waymo
13174,~Jaehong_Yoon1,True,University of North Carolina at Chapel Hill,Postdoc,,2023.0,2025.0,,US,University of North Carolina at Chapel Hill
13175,~Ronald_Parr1,True,Duke University,Full Professor,,2014.0,,Durham,US,Duke University
13176,~Qiang_Li12,True,Jilin University,Full Professor,,2018.0,2025.0,Changchun,CN,Jilin University
13178,~Mingming_Ha1,True,Ant Group,Researcher,,2023.0,2025.0,Beijing,CN,Ant Group
13179,~PooGyeon_Park1,True,Pohang University of Science and Technology,Full Professor,,1996.0,2030.0,Pohang,KR,Pohang University of Science and Technology
13180,~Shreyas_Padhy1,True,University of Cambridge,PhD student,,2021.0,2025.0,,,University of Cambridge
13181,~Yuchao_Chen1,True,Huazhong University of Science and Technology,Undergrad student,,2020.0,2024.0,武汉市,CN,Huazhong University of Science and Technology
13182,~Aude_Oliva1,False,Massachusetts Institute of Technology,Director,,2018.0,,Cambridge ,US,Massachusetts Institute of Technology
13183,~Aude_Oliva1,False,Massachusetts Institute of Technology,Research Scientist,,2012.0,,Cambridge,US,Massachusetts Institute of Technology
13184,~Michael_Benedikt1,,University of Oxford,Full Professor,,2007.0,,,,University of Oxford
13185,~Yuchang_Su2,False,Stanford University,Intern,,2024.0,,Stanford,US,Stanford University
13186,~Yuchang_Su2,False,"Tsinghua University, Tsinghua University",Undergrad student,,2021.0,,Beijing,CN,"Tsinghua University, Beijing"
13188,~Milad_Nasr2,False,Google Deepmind,Researcher,,2021.0,2025.0,,US,Google
13189,~Chung-Wei_Lin1,True,National Taiwan University,Associate Professor,,2021.0,,Taipei,,National Taiwan University
13190,~Julieta_Martinez1,True,Reality Labs Research,Researcher,,2022.0,,,CA,Meta
13191,~Yang_Cai1,True,Google,Researcher,,2022.0,,,,Google
13192,~Yang_Cai1,True,Yale University,Associate Professor,,2019.0,,,,Yale University
13193,~Chen_Gao3,True,Tsinghua University,Assistant Professor,,2023.0,,Beijing,CN,"Tsinghua University, Beijing"
13194,~Yuchen_Ren1,True,University of Sydney,PhD student,,2023.0,2026.0,,AU,University of Sydney
13195,~Jun_Zhang42,True,ByteDance Inc.,Principal Researcher,,2018.0,,Beijing,CN,ByteDance Inc.
13196,~Aleksandar_Stanić1,False,Google DeepMind,Researcher,,2024.0,,,,Google
13197,~Aleksandar_Stanić1,False,The Swiss AI Lab - IDSIA,PhD student,,2018.0,2024.0,,,The Swiss AI Lab - IDSIA
13198,~Joshua_Ni3,False,Basis Independent Fremont Upper School,High School Student,,2021.0,2025.0,,,Basis Independent Fremont Upper School
13199,~Tom_Pollard1,False,Harvard University,Instructor,,2021.0,,Boston,US,Harvard University
13200,~Tom_Pollard1,False,Massachusetts Institute of Technology,Research Scientist,,2015.0,,Cambridge,US,Massachusetts Institute of Technology
13201,~Youssef_Allouah1,True,EPFL - Swiss Federal Institute of Technology Lausanne,PhD student,,2021.0,,,CH,EPFL - EPF Lausanne
13202,~Youssef_Allouah1,True,Stanford University,Visiting student researcher,,2024.0,2024.0,,US,Stanford University
13203,~Xueshen_Liu1,True,University of Michigan - Ann Arbor,PhD student,,2022.0,,Ann Arbor,US,University of Michigan - Ann Arbor
13204,~Andrea_Vallone1,True,"University of California, Santa Barbara",Researcher,,2022.0,,,,"University of California, Santa Barbara"
13205,~Andrea_Vallone1,True,OpenAI,Undergrad student,,2022.0,2024.0,San francisco ,,OpenAI
13206,~Johannes_Treutlein1,True,Anthropic,Researcher,,2024.0,,,US,Anthropic
13207,~Johannes_Treutlein1,True,"University of California, Berkeley",PhD student,,2022.0,2024.0,Berkeley,US,"University of California, Berkeley"
13209,~Justin_Wong1,True,University of California Berkeley,PhD student,,2020.0,2025.0,Berkeley,US,"University of California, Berkeley"
13210,~Justin_Wong1,True,Facebook,Researcher,,2021.0,2024.0,Menlo Park,US,Meta
13211,~Aparna_Taneja3,True,Google Research,Researcher,,2015.0,,,,Google
13212,~Kasra_Jalaldoust1,False,Columbia,PhD student,,2021.0,2026.0,New York,US,Columbia University
13213,~Andong_Wang1,True,RIKEN AIP,Postdoc,,2021.0,2025.0,,JP,RIKEN Center for Advanced Intelligence Project
13214,~Kushagra_Tiwary1,True,Massachusetts Institute of Technology,PhD student,,2021.0,2027.0,Cambridge,US,Massachusetts Institute of Technology
13215,~Ting_Zhang15,True,University of the Chinese Academy of Sciences,PhD student,,2020.0,2025.0,,CN,University of Chinese Academy of Sciences
13216,~Steven_Farrell1,True,Lawrence Berkeley National Laboratory,Researcher,,2018.0,,,US,Lawrence Berkeley National Laboratory
13217,~Metod_Jazbec1,True,University of Amsterdam,PhD student,,2022.0,,,NL,University of Amsterdam
13218,~Jiaxu_Leng2,True,Chongqing University of Post and Telecommunications,Associate Professor,,2022.0,,Chongqing,CN,Chongqing Post and Communications University
13219,~Chao_Huang9,True,Montclair State University,Assistant Professor,,2024.0,,,US,Montclair State University
13220,~Chao_Huang9,True,"University of California, Davis",Postdoc,,2021.0,2024.0,,US,"University of California, Davis"
13221,~Teodoro_Laino1,True,International Business Machines,Principal Researcher,,2008.0,,,,International Business Machines
13223,~Michael_Elad1,False,"Computer Science Department, Technion - Israel Institute of Technology",Full Professor,,2003.0,,,IL,"Computer Science Department, Technion - Israel Institute of Technology"
13224,~Michael_Elad1,False,Verily,Principal Researcher,,2022.0,2024.0,,IL,Verily
13225,~Yinuo_Jing1,True,Beijing University of Posts and Telecommunications,PhD student,,2022.0,2027.0,Beijing,CN,Beijing University of Posts and Telecommunications
13226,~Diba_Hashemi1,True,EPFL - EPF Lausanne,PhD student,,2023.0,2028.0,,,EPFL - EPF Lausanne
13227,~Tomasz_Odrzygóźdź1,True,IDEAS NCBR,Postdoc,,2022.0,,,,IDEAS NCBR
13228,~Jing_Zhang47,True,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",Engineer,,2017.0,,,CN,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
13229,~Ege_Onur_Taga1,True,University of Michigan - Ann Arbor,PhD student,,2023.0,2028.0,Ann Arbor ,US,University of Michigan - Ann Arbor
13230,~Bocheng1,False,Qihoo 360,Researcher,,2022.0,,beijing,CN,Qihoo 360
13231,~Yihan_Xi1,True,University of Texas at Austin,Undergrad student,,2020.0,2024.0,,,The University of Texas at Austin
13232,~Yu_Tsao1,False,Academia Sinica,Full Professor,,2020.0,,,,"Institute of Information Science, Academia Sinica"
13233,~Arjun_Raj2,True,Australian National University,Undergrad student,,2022.0,2026.0,,AU,Australian National University
13235,~Shuyang_Yu2,True,Xiamen University ,Undergrad student,,2021.0,2025.0,Sepang,MY,Xiamen University 
13236,~Yongxin_Shi2,False,South China University of Technology,PhD student,,2023.0,,,CN,South China University of Technology
13237,~Xiaojun_Shan1,True,"University of California, San Diego",PhD student,,2024.0,,San Diego,US,"University of California, San Diego"
13238,~Xiaojun_Shan1,True,Peking Univerisity,Intern,,2022.0,2024.0,Beijing,CN,Peking University
13239,~Xiaojun_Shan1,True,University of Electronic Science and Technology of China,Undergrad student,,2020.0,2024.0,Chengdu China,CN,University of Electronic Science and Technology of China
13240,~Scott_Sievert1,False,"University of Wisconsin, Madison",PhD student,,2015.0,,,,University of Wisconsin - Madison
13241,~Xing_Shi2,True,Alibaba Group,Researcher,,2019.0,,HangZhou,CN,Alibaba Group
13242,~Christian_Borgelt1,True,Paris-Lodron-University of Salzburg,Full Professor,,2018.0,,,,Paris Lodron Universität Salzburg
13244,~Mingxiao_Li4,False,Tencent AI Lab,Researcher,,2022.0,2025.0,,CN,Tencent
13245,~Mingxiao_Li4,False,Hangzhou Dianzi University,MS student,,2021.0,2024.0,,CN,Hangzhou Dianzi University
13246,~Matthew_Zurek1,True,University of Wisconsin-Madison,PhD student,,2021.0,,Madison,US,University of Wisconsin - Madison
13247,~N._V._Vinodchandran2,False,"University of Nebraska, Lincoln",Professor,,2015.0,,Lincoln,US,"University of Nebraska, Lincoln"
13248,~Themistocles_Herekakis1,True,National Observatoty of Athens,Researcher,,2004.0,,Penteli,GR,National Observatory of Athens
13249,~Yuntian_Deng2,False,University of Waterloo,Assistant Professor,,2024.0,,,CA,University of Waterloo
13250,~Yuntian_Deng2,False,Allen Institute for Artificial Intelligence,Postdoc,,2023.0,2024.0,,,Allen Institute for Artificial Intelligence
13251,~Siavash_Golkar1,True,New York University,Research Scientist,,2024.0,,,,New York University
13252,~Yang_You2,True,Stanford University,Postdoc,,2023.0,,,US,Stanford University
13254,~Sungho_Shin3,True,Gwangju Institute of Science and Technology,PhD student,,2018.0,2025.0,Gwangju,KR,Gwangju Institute of Science and Technology
13256,~Zongyang_Ma3,True,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",PhD student,,2020.0,2025.0,Beijing,CN,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
13258,~Ning_Gui2,True,"Shenzhen International Graduate School, Tsinghua University",MS student,,2022.0,,,,"Tsinghua University, Beijing"
13259,~Xiangyu_Chang2,True,"University of California, Riverside",PhD student,,2021.0,,Riverside,US,"University of California, Riverside"
13260,~Kai_Ding2,True,INTSIG Information,Researcher,,2011.0,,shanghai,CN,INTSIG Information
13261,~Jianmin_Li1,,Tsinghua University,Associate Professor,,2011.0,,Beijing,CN,"Tsinghua University, Beijing"
13262,~Songcan_Chen1,True,Nanjing University of Aeronautics and Astronautics,Full Professor,,1998.0,,nanjing,CN,Nanjing University of Aeronautics and Astronautics
13263,~Van-Hoan_Trinh2,False,Technische Universität München,MS student,,2024.0,,,DE,Technical University of Munich
13264,~Van-Hoan_Trinh2,False,Hong Kong University of Science and Technology,Researcher,,2023.0,2024.0,,HK,Hong Kong University of Science and Technology(Guangzhou)
13265,~Jia-Xin_Zhuang1,True,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology",PhD student,,2022.0,2026.0,,HK,Hong Kong University of Science and Technology(Guangzhou)
13266,~Chuan_Shi1,True,Beijing University of Post and Telecommunication,Full Professor,,2014.0,,Beijing ,CN,Beijing University of Posts and Telecommunications
13267,~Dilara_Gokay1,True,Google DeepMind,Researcher,,2022.0,,,GB,Google
13269,~Wenhao_Wu2,True,The University of Sydney,PhD student,,2022.0,2025.0,,AU,University of Sydney
13270,~Wenhao_Wu2,True,Baidu VIS,Researcher,,2018.0,2025.0,,CN,Baidu
13271,~Bamdev_Mishra1,False,Microsoft,Applied Scientist,,2018.0,,,,Microsoft
13273,~Andrew_Loza1,True,Yale University,Postdoc,,2024.0,2024.0,,,Yale University
13274,~Andrew_Loza1,True,Yale University,Lecturer,,2022.0,2024.0,,,Yale University
13275,~Mingxian_Fan1,True,South China University of Technology,MS student,,2021.0,,Guangzhou,CN,South China University of Technology
13277,~Pusen_Dong1,True,Beijing University of Aeronautics and Astronautics,MS student,,2023.0,2025.0,Beijing,CN,Beihang University
13278,~Se_Young_Chun2,False,Seoul National University,Full Professor,,2024.0,,,KR,Seoul National University
13279,~Se_Young_Chun2,False,Seoul National University,Associate Professor,,2021.0,2024.0,,KR,Seoul National University
13280,~Yiang_Luo2,True,Harbin Institute of Technology,MS student,,2022.0,2025.0,Harbin,CN,Harbin Institute of Technology
13281,~Lea_Schönherr1,True,CISPA Helmholtz Center for Information Security,Assistant Professor,,2022.0,,Saarbrücken,DE,Helmholtz Center CISPA for Information Security
13282,~Joseph_E._Gonzalez1,False,"University of California, Berkeley",Associate Professor,,2021.0,,Berkeley,US,"University of California, Berkeley"
13283,~Jiarui_Jiang1,True,"Harbin Institute of Technology, Shenzhen",MS student,,2024.0,,Shenzhen,CN,Beijing Institute of Technology
13284,~Jiarui_Jiang1,True,"Harbin Institute of Technology, Shenzhen",Undergrad student,,2020.0,2024.0,Shenzhen,CN,Beijing Institute of Technology
13285,~Zhiqiang_Shen1,True,Mohamed bin Zayed University of Artificial Intelligence,Assistant Professor,,2022.0,,Abu Dhabi,AE,Mohamed bin Zayed University of Artificial Intelligence
13286,~Boyu_Diao1,True,"Institute of Computing Technology, Chinese Academy of Sciences.",Associate Professor,,2021.0,,Beijing,CN,Institute of Computing Technology
13287,~Yinda_Chen1,True,University of Science and Technology of China,PhD student,,2024.0,2027.0,Hefei,CN,University of Science and Technology of China
13288,~Yinda_Chen1,True,University of Science and Technology of China,MS student,,2022.0,2024.0,Hefei,CN,University of Science and Technology of China
13289,~Szu-Wei_Fu1,False,NVIDIA,Researcher,,2022.0,,,,NVIDIA
13290,~Szu-Wei_Fu1,False,Microsoft,Researcher,,2021.0,,,,Microsoft
13291,~Yixuan_Zhou1,True,Tsinghua University,PhD student,,2022.0,,Shenzhen,CN,"Tsinghua University, Beijing"
13292,~Li_Ma9,True,Michigan State University,Researcher,,2023.0,2025.0,,US,Michigan State University
13293,~Li_Ma9,True,Shanghai Jiaotong University,PhD student,,2019.0,2025.0,,CN,Shanghai Jiao Tong University
13294,~Eleni_Elia1,True,Oxford Brookes University,Associate Professor,,2021.0,,,,Oxford Brookes University
13295,~Tianchen_Song1,True,Johns Hopkins University,MS student,,2022.0,2024.0,Baltimore,US,Johns Hopkins University
13296,~Zhao_Zhang10,True,Peking University,MS student,,2022.0,2025.0,Beijing,CN,Peking University
13297,~Jiaxing_He1,True,Northeastern University,PhD student,,2024.0,,Medford,US,Northeastern University
13298,~Yao_Hu4,True,Xiaohongshu,Principal Researcher,,2021.0,,Beijing,CN,Xiaohongshu
13299,~Yao_Hu4,True,Zhejiang University of Technology,Researcher,,2021.0,2024.0,Hangzhou,CN,Zhejiang University
13300,~Zhiyuan_Min1,True,Zhejiang University,MS student,,2023.0,2025.0,,CN,Zhejiang University
13301,~Shengping_Liu1,True,Unisound,Principal Researcher,,2011.0,2025.0,Beijing,CN,Unisound
13302,~Joo_Hwee_Lim1,True,"I2R, ASTAR",Principal Researcher,,2018.0,,Singapore,SG,", A*STAR"
13303,~Till_J._Bungert1,False,Deutsches Krebsforschungszentrum,PhD student,,2021.0,,,DE,Deutsches Krebsforschungszentrum
13304,~Jipeng_Zhang1,False,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology",PhD student,,2021.0,2025.0,,HK,Hong Kong University of Science and Technology(Guangzhou)
13306,~Neel_Dey1,False,Massachusetts Institute of Technology,Postdoc,,2022.0,2024.0,Cambridge,US,Massachusetts Institute of Technology
13307,~Angelos_Zavras1,True,National Observatory of Athens,PhD student,,2022.0,,Athens,GR,National Observatory of Athens
13308,~Angelos_Zavras1,True,Harokopio University,PhD student,,2022.0,,Athens,GR,Harokopio University
13309,~Peter_Richtárik1,False,King Abdullah University of Science and Technology (KAUST),Full Professor,,2019.0,,Thuwal,SA,King Abdullah University of Science and Technology
13310,~Wonguk_Cho1,True,Seoul National University,PhD student,,2022.0,2026.0,Seoul,KR,Seoul National University
13311,~Wonguk_Cho1,True,"Qualcomm Inc, QualComm",Research Intern,,2024.0,2025.0,Seoul,KR,Qualcomm AI Research
13312,~Xiaole_Tang1,True,Xi'an Jiaotong University,PhD student,,2023.0,,,CN,Xi'an Jiaotong University
13313,~Pavan_Kumar_Anasosalu_Vasu1,True,Apple,Researcher,,2015.0,,Cupertino,US,Apple
13315,~Jiasheng_Zhang2,False,Yale University,Intern,,2024.0,2025.0,New Haven,US,Yale University
13316,~Jiasheng_Zhang2,False,University of Electronic Science and Technology of China,PhD student,,2021.0,2025.0,Cheng du,CN,University of Electronic Science and Technology of China
13317,~Diane_Bouchacourt3,False,Facebook AI Research,Researcher,,2017.0,,,,Meta
13318,~Diane_Bouchacourt3,False,Meta AI Research,Researcher,,2017.0,,,,Meta
13319,~Aniket_Rajiv_Didolkar1,True,Université de Montréal,PhD student,,2021.0,,Montréal,CA,Université de Montréal
13320,~Aniket_Rajiv_Didolkar1,True,Manipal Institute of Technology,Undergrad student,,2016.0,,Manipal,IN,Manipal Institute of Technology
13321,~Petar_Devic1,True,Google,Intern,,2023.0,,,,Google
13322,~Zhuojie_Wu1,True,University of Queensland,PhD student,,2023.0,,Brisbane,AU,University of Queensland
13323,~Shengjin_Wang1,False,"Tsinghua University, Tsinghua University",Full Professor,,2003.0,,Beijing,CN,"Tsinghua University, Beijing"
13324,~Alexander_Denker1,True,"University College London, University of London",Postdoc,,2024.0,,,GB,University College London
13325,~Alexander_Denker1,True,Universität Bremen,PhD student,,2020.0,2024.0,,DE,Universität Bremen
13326,~Bharath_Hariharan3,False,Cornell University,Assistant Professor,,2017.0,,,US,Cornell University
13327,~Adamo_Young1,True,University of Toronto,PhD student,,2020.0,2024.0,,,University of Toronto
13328,~Shaowei_Wang1,True,Guangzhou University,Associate Professor,,2020.0,,,CN,Guangzhou University
13329,~Defang_Chen1,True,State University of New York at Buffalo,Postdoc,,2024.0,2025.0,Buffalo,US,"State University of New York, Buffalo"
13330,~Defang_Chen1,True,Zhejiang University,PhD student,,2019.0,2024.0,Hangzhou,CN,Zhejiang University
13331,~Alessandro_Betti1,False,Institute for Advanced Studies Lucca,Assistant Professor,,2024.0,,,IT,Institute for Advanced Studies Lucca
13332,~Cong_Ma1,True,University of Chicago,Assistant Professor,,2021.0,,,,University of Chicago
13333,~Bo_Pang4,False,SalesForce.com,Researcher,,2022.0,,,,Salesforce Research Asia
13334,~Bo_Pang4,False,"University of California, Los Angeles",PhD student,,2017.0,,,,"University of California, Los Angeles"
13335,~Wenfei_Liang1,True,Nanyang Technological University,PhD student,,2023.0,,,SG,Nanyang Technological University
13336,~Or_Sheffet1,True,"Bar Ilan University, Technion",Assistant Professor,,2019.0,,,,Bar-Ilan University
13338,~Hongxu_Yin2,False,NVIDIA,Senior Research Scientist,,2022.0,2024.0,,US,NVIDIA
13339,~Qi_Song5,True,Hong Kong Baptist University,PhD student,,2023.0,,,HK,Hong Kong Baptist University
13341,~Vallijah_Subasri1,True,University of Toronto,PhD student,,2017.0,,,,University of Toronto
13342,~Jesse_Dodge1,False,Allen Institute for Artificial Intelligence,Researcher,,2021.0,,Seattle,US,Allen Institute for Artificial Intelligence
13343,~Longhua_Wu1,True,Meta Reality Labs,Researcher,,2021.0,,Burlingame,US,Meta
13344,~Enyu_Zhou1,True,Fudan University,PhD student,,2023.0,2028.0,Shanghai,CN,Fudan University
13345,~Ruoxi_Jia1,True,Virginia Tech,Assistant Professor,,2020.0,,,US,Virginia Tech
13346,~Fangchen_FENG1,True,Université Paris Nord (Paris XIII),Associate Professor,,2019.0,,Villetaneuse,FR,Université Paris Nord (Paris XIII)
13347,~Clayton_B_Washington1,True,"Ohio State University, Columbus",Undergrad student,,2019.0,,,,The Ohio State University
13348,~Johnny_Xi1,False,University of British Columbia,PhD student,,2022.0,,,CA,University of British Columbia
13349,~Minghan_Qin1,True,ByteDance Inc.,Researcher,,2024.0,2027.0,Beijing,CN,ByteDance Inc.
13350,~Minghan_Qin1,True,"School of Engineering and Applied Sciences, Harvard University",Intern,,2023.0,2024.0,Boston,US,Harvard University
13351,~Minghan_Qin1,True,"Tsinghua University, Tsinghua University",MS student,,2021.0,2024.0,Beijing,CN,"Tsinghua University, Beijing"
13352,~Simran_Khanuja1,True,"CMU, Carnegie Mellon University",PhD student,,2022.0,,Pittsburgh,US,Carnegie Mellon University
13353,~Qizhen_Zhang1,True,University of Oxford,PhD student,,2022.0,2026.0,,GB,University of Oxford
13354,~Qizhen_Zhang1,True,Meta,Intern,,2024.0,2025.0,,US,Meta
13355,~Qizhen_Zhang1,True,Cohere,Researcher,,2022.0,2024.0,,GB,Cohere Labs
13356,~Doyen_Sahoo1,True,SalesForce.com,Researcher,,2019.0,,,SG,Salesforce Research Asia
13357,~Hao_Wu3,True,VERSES,Researcher,,2023.0,2024.0,Boston,US,VERSES
13358,~Kevin_Huang2,True,University of Washington,PhD student,,2022.0,,,,University of Washington
13359,~Xu_Zhou7,True,Sangfor Technologies Inc.,Researcher,,2016.0,2025.0,Shenzhen,CN,Sangfor Technologies Inc.
13360,~David_Eriksson2,False,Meta,Research scientist,,2020.0,,,US,Meta
13361,~Jiapeng_Zhang2,True,University of Southern California,Assistant Professor,,2020.0,,,,University of Southern California
13362,~Xin_Li40,True,Alibaba Group,Researcher,,2021.0,,,CN,Alibaba Group
13363,~Jialu_Li2,True,"Department of Computer Science, University of North Carolina at Chapel Hill",PhD student,,2020.0,2025.0,,US,University of North Carolina at Chapel Hill
13364,~Jialu_Li2,True,Google,Intern,,2024.0,2024.0,,US,Google
13365,~Jiedong_Zhuang1,True,Zhejiang University,PhD student,,2023.0,2027.0,hangzhou,CN,Zhejiang University
13366,~Ming_Yang2,False,Ant Group,Researcher,,2023.0,,New York,US,Ant Group
13367,~HyunGi_Kim1,True,Seoul National University,PhD student,,2020.0,,,KR,Seoul National University
13368,~Xiang_Meng1,True,Massachusetts Institute of Technology,PhD student,,2021.0,2026.0,Cambridge,US,Massachusetts Institute of Technology
13369,~Xiaoyang_Wu1,True,"the University of Hong Kong, University of Hong Kong",PhD student,,2022.0,,,HK,University of Hong Kong
13370,~Jonas_Belouadi1,True,"NICT, Kyoto",Intern,,2024.0,,,DE,National Institute of Information and Communications Technology (NICT)
13371,~Jonas_Belouadi1,True,Universität Mannheim,PhD student,,2022.0,,,DE,University of Mannheim
13372,~Eva_Giboulot1,True,INRIA,Researcher,,2024.0,,Rennes,FR,"Inria, Paris"
13373,~Eva_Giboulot1,True,INRIA,Postdoc,,2023.0,2024.0,Rennes,FR,"Inria, Paris"
13374,~Pankaj_K_Agarwal1,True,"Department of Computer Science, Duke University",Professor,,1989.0,,Durham,US,Duke University
13375,~Seon-Ho_Lee1,True,Korea University,PhD student,,2020.0,,Seoul,KR,Korea University
13376,~Alessandro_Stolfo1,True,ETHZ - ETH Zurich,PhD student,,2021.0,,Zurich,CH,ETH Zurich
13378,~Prasenjit_Mitra1,True,Pennsylvania State University,Full Professor,,2003.0,2024.0,University Park,US,Pennsylvania State University
13379,~Shichao_Sun1,True,Amazon,Applied Scientist,,2024.0,2025.0,,CN,Amazon
13380,~Shichao_Sun1,True,The Hong Kong Polytechnic University,PhD student,,2020.0,2024.0,,HK,Hong Kong Polytechnic University
13381,~Maren_Lang1,True,Biontech SE,Principal Researcher,,2016.0,2024.0,Mainz,DE,Biontech SE
13382,~Kaiwen_Wu2,False,University of Pennsylvania,PhD student,,2021.0,,Philadelphia,US,University of Pennsylvania
13383,~Hongyi_Wang1,False,Rutgers University,Assistant Professor,,2024.0,,,US,Rutgers University
13384,~Hongyi_Wang1,False,GenBio AI,Head of Infrastructure,,2024.0,,Palo Alto,US,GenBio AI
13385,~Hongyi_Wang1,False,"CMU, Carnegie Mellon University",Researcher,,2022.0,2024.0,,US,Carnegie Mellon University
13386,~Linxuan_Li2,True,Nankai University,PhD student,,2024.0,,Tianjin,CN,Nankai University
13387,~Linxuan_Li2,True,Harbin Engineering University,Undergrad student,,2020.0,2024.0,Harbin,CN,Harbin Engineering University
13388,~Wenqi_Ren1,True,SUN YAT-SEN UNIVERSITY,Full Professor,,2022.0,,,CN,Sun Yat-sen University
13389,~Hao_LU8,False,Hong Kong University of Science and Technology,PhD student,,2022.0,2026.0,Guangzhou,CN,Hong Kong University of Science and Technology(Guangzhou)
13390,~Beichen_Zhang1,True,Renmin University of China,MS student,,2022.0,2025.0,,,Renmin University of China
13391,~Rohit_Bhattacharya1,True,Williams College,Assistant Professor,,2021.0,,,,Williams College
13392,~Federico_Cerutti1,False,University of Brescia,Full Professor,,2024.0,,,IT,University of Brescia
13393,~Federico_Cerutti1,False,University of Brescia,Associate Professor,,2022.0,2024.0,,IT,University of Brescia
13394,~Ran_Gilad-Bachrach2,False,Tel Aviv University,Associate Professor,,2019.0,,,IL,Tel Aviv University
13395,~Ran_Gilad-Bachrach2,False,Microsoft,Principal Researcher,,2016.0,,,IL,Microsoft
13396,~Oana-Iuliana_Popescu1,True,"German Aerospace Center, Institute of Data Science",PhD student,,2021.0,,,,"German Aerospace Center, Institute of Data Science"
13397,~Chubin_Zhang1,True,Tsinghua University,PhD student,,2024.0,2029.0,Shenzhen,CN,"Tsinghua University, Beijing"
13398,~Chubin_Zhang1,True,Tsinghua University,Undergrad student,,2019.0,2024.0,Beijing,CN,"Tsinghua University, Beijing"
13399,~Yufei_Guo1,True,Intelligent Science & Technology Academy of CASIC,Researcher,,2020.0,,,CN,Intelligent Science & Technology Academy of CASIC
13401,~Nimrod_Berman1,True,Bosch,Intern,,2023.0,2025.0,,IL,"Robert Bosch GmbH, Bosch"
13402,~Nimrod_Berman1,True,Ben Gurion University of the Negev,PhD student,,2022.0,2025.0,,IL,Ben-Gurion University of the Negev
