,Unnamed: 0,authorid,preferred_name,institution,position,department,start,end,city,country,institution_map
11701,11908,~Yifan_Zhong2,True,Peking University,PhD student,,2023.0,,,CN,Peking University
11702,11909,~Yifan_Zhong2,True,Beijing Institute for General Artificial Intelligence,Intern,,2022.0,2024.0,,CN,Beijing Institute for General Artificial Intelligence
11703,11910,~Jon_Donnelly1,True,Duke University,PhD student,,2022.0,,Durham,US,Duke University
11704,11911,~Gefan_Yang1,True,University of Copenhagen,PhD student,,2023.0,2026.0,Copenhagen,DK,University of Copenhagen
11705,11912,~Giorgos_Bouritsas1,True,"Archimedes unit, Athena Research Center",Postdoc,,2023.0,,,GR,Athena Research and Innovation Center
11706,11913,~Giorgos_Bouritsas1,True,University of Athens,Postdoc,,2023.0,,,GR,National and Kapodistrian University of Athens
11707,11914,~Chuyue_Sun1,True,Stanford University,PhD student,,2022.0,,,,Stanford University
11708,11915,~Zhihan_Zhu2,True,Beijing University of Aeronautics and Astronautics,PhD student,,2023.0,2027.0,,CN,Beihang University
11709,11916,~Jake_A_Soloff1,True,University of Michigan - Ann Arbor,Assistant Professor,,2025.0,,Ann Arbor,US,University of Michigan - Ann Arbor
11710,11917,~Jake_A_Soloff1,True,University of Chicago,Postdoc,,2022.0,2025.0,Chicago,US,University of Chicago
11711,11918,~Long_Tung_Vuong1,True,Monash University,PhD student,,2023.0,2027.0,Melbourne,AU,Monash University
11712,11919,~Nicholas_Babaev1,True,Samsung,Researcher,,2022.0,,,,Samsung Research UK
11713,11920,~Jiequn_Han1,False,Simons Foundation,Researcher,,2021.0,2024.0,,US,Simons Foundation
11714,11921,~Juho_Lee2,False,Korea Advanced Institute of Science & Technology,Associate Professor,,2023.0,,Daejeon,KR,Korea Advanced Institute of Science and Technology
11715,11922,~Ramana_Rao_Kompella1,,Cisco,Researcher,,2020.0,,San Jose,US,Cisco
11716,11923,~Yunlong_Hou1,True,"National University of Singaore, National University of Singapore",PhD student,,2021.0,,Singapore,SG,National University of Singapore
11717,11924,~Subhojyoti_Mukherjee1,True,Adobe Systems,Researcher,,2025.0,,Sunnyvale,US,Adobe Systems
11718,11925,~Subhojyoti_Mukherjee1,True,"University of Wisconsin, Madison",PhD student,,2019.0,2025.0,Madison,US,University of Wisconsin - Madison
11719,11926,~Moritz_Hardt1,True,"Max-Planck-Institute for Intelligent Systems, Max-Planck Institute",Principal Researcher,,2022.0,,Tübingen,DE,Max Planck Institute for Software Systems
11720,11927,~Min_Tang5,False,Beijing Institute for General Artificial Intelligence,Intern,,2024.0,,beijing,CN,Beijing Institute for General Artificial Intelligence
11721,11928,~Min_Tang5,False,Wuhan University,Undergrad student,,2020.0,2024.0,wuhan,CN,Wuhan University
11722,11929,~Aseem_Baranwal1,True,University of Waterloo,PhD student,,2020.0,,,,University of Waterloo
11723,11930,~Muhammad_Umair_Nasir1,True,University of Witwatersrand,Lecturer,,2024.0,,,ZA,University of the Witwatersrand
11724,11931,~Muhammad_Umair_Nasir1,True,University of Witwatersrand,PhD student,,2023.0,,,ZA,University of the Witwatersrand
11725,11932,~Muhammad_Umair_Nasir1,True,Axon Corporate Services,Data Scientist,,2023.0,2024.0,,ZA,Axon Corporate Services
11726,11933,~Xun_Shen1,True,"Tokyo University of Agriculture and Technology, Tokyo Institute of Technology",Associate Professor,,2025.0,,Koganei,JP,Tokyo Institute of Technology
11727,11934,~Xun_Shen1,True,Osaka University,Assistant Professor,,2022.0,2025.0,,JP,Osaka University
11728,11935,~Yinlam_Chow1,True,Google Research,Research Scientist,,2019.0,,,US,Google
11729,11936,~Bingyi_Jing1,True,The Chinese University of Hong Kong,Full Professor,,2025.0,,Shenzhen,CN,Chinese University of Hong Kong
11730,11937,~Bingyi_Jing1,True,South University of Science and Technology,Full Professor,,2022.0,,Shenzhen,CN,Southern University of Science and Technology
11731,11938,~Zhen_He7,True,La Trobe University,Associate Professor,,2014.0,2024.0,Bundoora,AU,La Trobe University
11732,11939,~Grzegorz_Rypeść1,True,Warsaw University of Technology,PhD student,,2022.0,,,,Warsaw University of Technology
11733,11940,~Ashley_Brewer1,True,Facebook,Principal Researcher,,2020.0,2024.0,Pittsburgh,US,Meta
11734,11941,~Aviral_Chharia2,False,Carnegie Mellon University,PhD student,,2024.0,,,US,Carnegie Mellon University
11735,11942,~Aviral_Chharia2,False,Carnegie Mellon University,MS student,,2022.0,2024.0,,US,Carnegie Mellon University
11736,11943,~Anirudh_Sundar1,False,Microsoft,Researcher,,2025.0,,,US,Microsoft
11737,11944,~Anirudh_Sundar1,False,Georgia Institute of Technology,PhD student,,2021.0,2025.0,,US,Georgia Institute of Technology
11738,11945,~Shi-min_Hu1,True,Tsinghua University,Full Professor,,2002.0,,Haidian District,CN,"Tsinghua University, Beijing"
11739,11946,~Wenqi_Shao2,False,Shanghai AI Laboratory,Researcher,,2022.0,2025.0,Shanghai,CN,Shanghai Artificial Intelligence Laboratory
11740,11947,~Diksha_Gupta1,True,"University College London, University of London",Postdoc,,2023.0,,London,GB,University College London
11741,11948,~Zimu_Lu1,True,"The Chinese University of Hong Kong, The Chinese University of Hong Kong",PhD student,,2024.0,2028.0,Hong Kong,HK,Chinese University of Hong Kong
11742,11949,~Zimu_Lu1,True,University of Science and Technology of China,Undergrad student,,2020.0,2024.0,Hefei,CN,University of Science and Technology of China
11743,11950,~Dan_H._Sanes1,True,New York University,Full Professor,,1998.0,,New York,US,New York University
11744,11951,~Yeonsung_Jung1,True,Korea Advanced Institute of Science and Technology,PhD student,,2020.0,,,KR,Korea Advanced Institute of Science and Technology
11745,11952,~Timon_Barlag1,True,Universität Hannover,PhD student,,2018.0,,Hanover,DE,Universität Hannover
11746,11953,~Ruichao_Mo1,True,South China University of Technology,PhD student,,2022.0,2026.0,Guangzhou,CN,South China University of Technology
11747,11954,~Alois_Knoll1,False,Technical University Munich,Full Professor,,1993.0,,,DE,Technical University of Munich
11748,11955,~Chen_Wei7,True,University of Birmingham,PhD student,,2021.0,2025.0,Birmingham,GB,University of Birmingham
11749,11956,~Chen_Wei7,True,Southern University of Science and Technology,PhD student,,2021.0,2025.0,Shenzhen,CN,Southern University of Science and Technology
11750,11957,~Longyue_Wang3,False,Alibaba Group,Principal Researcher,,2024.0,,Hangzhou,CN,Alibaba Group
11751,11958,~Longyue_Wang3,False,Tencent AI Lab,Senior Researcher,,2018.0,2024.0,Shenzhen,CN,Tencent
11752,11959,~Mattie_Fellows1,False,University of Oxford,Postdoc,,2024.0,2026.0,,,University of Oxford
11753,11960,~Mattie_Fellows1,False,Department of Computer Science,Postdoc,,2022.0,2024.0,,,Department of Computer Science
11754,11961,~Chuan_Chen1,,Sun Yat-Sen University,Associate Professor,,2021.0,,,CN,Sun Yat-sen University
11755,11962,~Yongqiang_Chen1,True,Mohamed bin Zayed University of Artificial Intelligence,Postdoc,,2024.0,,Abu Dhabi,AE,Mohamed bin Zayed University of Artificial Intelligence
11756,11963,~Yongqiang_Chen1,True,Carnegie Mellon University,Postdoc,,2024.0,,Pittsburgh,US,Carnegie Mellon University
11757,11964,~Yongqiang_Chen1,True,"Department of Computer Science and Engineering, The Chinese University of Hong Kong",PhD student,,2020.0,2024.0,Hong Kong,HK,Chinese University of Hong Kong
11758,11965,~Meina_Song1,True,Beijing University of Posts and Telecommunications,Full Professor,,2009.0,,Haidian District,CN,Beijing University of Posts and Telecommunications
11759,11966,~Ashkan_Mirzaei1,True,Snap Inc.,research scientist,,2025.0,,Toronto,CA,Snap Inc.
11760,11967,~Ashkan_Mirzaei1,True,University of Toronto,PhD student,,2021.0,2025.0,Toronto,CA,University of Toronto
11761,11968,~Ashkan_Mirzaei1,True,NVIDIA,Intern,,2023.0,2024.0,Toronto,CA,NVIDIA
11762,11969,~Joey_Huchette1,True,Rice University,Assistant Professor,,2019.0,,,,Rice University
11763,11970,~Pengming_Feng1,True,CASC,Full Professor,,2017.0,2025.0,,CN,China Academy of Space Technology (CAST)
11764,11971,~Feiyang_Ye4,True,Li Auto Inc.,Researcher,,2025.0,,,CN,Li Auto Inc.
11765,11972,~Feiyang_Ye4,True,University of Technology Sydney,PhD student,,2020.0,2025.0,,AU,University of Technology Sydney
11766,11973,~Feiyang_Ye4,True,RIKEN,Intern,,2024.0,2024.0,,,RIKEN
11767,11974,~Subha_Maity1,True,University of Waterloo,Assistant Professor,,2024.0,,Waterloo ,CA,University of Waterloo
11768,11975,~Miao_Xiong2,True,Amazon,Researcher,,2025.0,,,US,Amazon
11769,11976,~Miao_Xiong2,True,National University of Singapore,PhD student,,2020.0,2025.0,Singapore,SG,National University of Singapore
11770,11977,~Promit_Ghosal2,True,Brandeis University,Assistant Professor,,2023.0,,,,Brandeis University
11771,11978,~Bozitao_Zhong1,True,Shanghai Jiaotong University,PhD student,,2025.0,,Shanghai,CN,Shanghai Jiao Tong University
11772,11979,~Bozitao_Zhong1,True,The Chinese University of Hong Kong,MS student,,2024.0,2025.0,Hong Kong,HK,Chinese University of Hong Kong
11773,11980,~Raj_Dabre1,False,"Department of Computer Science, Indian Institute of Technology, Madras, Indian Institute of Technology, Madras",Instructor,,2024.0,,Kyoto ,JP,"Department of Computer Science, Indian Institute of Technology, Madras, Indian Institute of Technology, Madras"
11774,11981,~Raj_Dabre1,False,"National Institute of Information and Communications Technology (NICT), National Institute of Advanced Industrial Science and Technology",Postdoc,,2018.0,,Chennai ,IN,National Institute of Advanced Industrial Science and Technology (AIST)
11775,11982,~Stefano_Teso1,True,University of Trento,Assistant Professor,,2019.0,,Trento,IT,University of Trento
11776,11983,~Xin_Li81,True,Beijing University of Posts and Telecommunications,PhD student,,2024.0,2029.0,Beijing,CN,Beijing University of Posts and Telecommunications
11777,11984,~Isaac_Osafo_Nkansah1,True,Stanford University,Researcher,,2022.0,2024.0,STANFORD,US,Stanford University
11778,11985,~Dar_Gilboa1,True,Google,Researcher,,2021.0,,,US,Google
11779,11986,~Chen_Zhang24,True,Hong Kong University of Science and Technology,Associate Professor,,2023.0,2025.0,,CN,Hong Kong University of Science and Technology(Guangzhou)
11780,11987,~Michael_Backes3,False,CISPA Helmholtz Center for Information Security,Full Professor,,2017.0,,,DE,Helmholtz Center CISPA for Information Security
11781,11988,~Yinlin_Deng1,True,University of Illinois Urbana-Champaign,PhD student,,2021.0,,,US,"Department of Computer Science, University of Illinois at Urbana Champaign"
11782,11989,~Lee_Cohen1,True,"Computer Science Department, Stanford University",Postdoc,,2023.0,2025.0,,US,Stanford University
11783,11990,~Yueyi_Zhang2,False,MiroMind,Researcher,,2025.0,,,SG,MiroMind
11784,11991,~Yueyi_Zhang2,False,Hesai Technology,Staff Engineer,,2024.0,2025.0,,CN,Hesai Technology
11785,11992,~Yueyi_Zhang2,False,University of Science and Technology of China,Associate Researcher,,2018.0,2024.0,,CN,University of Science and Technology of China
11786,11993,~Maor_Ivgi2,True,Tel Aviv University,PhD student,,2021.0,,,,Tel Aviv University
11787,11994,~Shuai_Yuan1,,The University of Hong Kong,PhD student,,2024.0,2026.0,HONG KONG,HK,University of Hong Kong
11788,11995,~Jannis_Kurtz1,True,University of Amsterdam,Assistant Professor,,2022.0,2027.0,Amsterdam,NL,University of Amsterdam
11789,11996,~Jeongwoo_Shin1,True,Seoul National University,PhD student,,2024.0,,,KR,Seoul National University
11790,11997,~Jeongwoo_Shin1,True,Seoul National University,MS student,,2022.0,2024.0,,KR,Seoul National University
11791,11998,~Pietro_Lio1,True,University of Cambridge,Full Professor,,2018.0,,Cambridge,GB,University of Cambridge
11792,11999,~Sweta_Karlekar2,True,Columbia University,PhD student,,2023.0,,,,Columbia University
11793,12000,~Haoran_He1,True,The Hong Kong University of Science and Technology,PhD student,,2024.0,,,HK,Hong Kong University of Science and Technology(Guangzhou)
11794,12001,~Zixiao_Wang3,False,University of Science and Technology of China,PhD student,,2020.0,2025.0,Hefei,CN,University of Science and Technology of China
11795,12002,~Javier_Romero1,False,Meta,Researcher,,2021.0,,,ES,Meta
11796,12003,~An_Nguyen_The1,False,FPT Software AI Center,Researcher,,2024.0,,,VN,FPT Software AI Center
11797,12004,~An_Nguyen_The1,False,Hanoi University of Science and Technology,Undergrad student,,2020.0,2024.0,,VN,Hanoi University of Science and Technology
11798,12005,~Quanyu_Dai1,False,Huawei Technologies Ltd.,Researcher,,2020.0,,,CN,Huawei Technologies Research & Development (UK) Ltd
11799,12006,~Hongyao_Tang1,True,"Montreal Institute for Learning Algorithms, University of Montreal, Université de Montréal",Postdoc,,2023.0,2025.0,,CA,Montreal Institute of Learning Algorithms
11800,12007,~Shikui_Ma1,False,"Beijing Zhongke Huiling Robot Technology Co., LTD",CTO,,2024.0,2024.0,Beijing,CN,"Beijing Zhongke Huiling Robot Technology Co., LTD"
11801,12008,~Shikui_Ma1,False,Dataa Robotics,VP,,2015.0,2024.0,,CN,Dataa Robotics
11802,12009,~Shouling_Ji1,True,Zhejiang University,Full Professor,,2016.0,,Hangzhou,CN,Zhejiang University
11803,12010,~Zihao_Xiao2,True,Johns Hopkins University,PhD student,,2019.0,2025.0,,US,Johns Hopkins University
11804,12011,~Peter_Hase1,True,Schmidt Sciences,Researcher,,2025.0,,,US,Schmidt Sciences
11805,12012,~Peter_Hase1,True,Anthropic,Researcher,,2024.0,2025.0,,US,Anthropic
11806,12013,~Peter_Hase1,True,"University of North Carolina, Chapel Hill",PhD student,,2019.0,2024.0,,US,University of North Carolina at Chapel Hill
11807,12014,~Sangwoong_Yoon1,True,"University College London, University of London",Postdoc,,2025.0,,London,GB,University College London
11808,12015,~Sangwoong_Yoon1,True,Korea Institute for Advanced Study,Postdoc,,2023.0,2025.0,Seoul,KR,Korea Institute for Advanced Study
11809,12016,~Thomas_Edward_Yerxa1,True,New York University,PhD student,,2019.0,,,,New York University
11810,12017,~Qian_Li8,False,Beijing University of Posts and Telecommunications,Assistant Professor,,2024.0,,Beijing,CN,Beijing University of Posts and Telecommunications
11811,12018,~Wenhan_Yang6,False,Peng Cheng Laboratory,Researcher,,2022.0,,Shenzhen,CN,Peng Cheng Laboratory
11812,12019,~Ofir_Itzhak_Shahar1,True,Ben Gurion University of the Negev,PhD student,,2025.0,,,IL,Ben-Gurion University of the Negev
11813,12020,~Yuxin_Kang2,True,University of Michigan - Ann Arbor,Undergrad student,,2022.0,2024.0,Ann Arbor,US,University of Michigan - Ann Arbor
11814,12021,~Thamar_Solorio2,,Mohamed bin Zayed University of Artificial Intelligence,Full Professor,,2023.0,,Masdar City,AE,Mohamed bin Zayed University of Artificial Intelligence
11815,12022,~Thamar_Solorio2,,University of Houston,Full Professor,,2021.0,,Houston,US,University of Houston
11816,12023,~Xinhao_Zheng2,True,Shanghai Jiaotong University,MS student,,2023.0,,,CN,Shanghai Jiao Tong University
11817,12024,~Xiaolong_Xu3,True,Nanjing University of Information Science and Technology,Full Professor,,2020.0,2025.0,Nanjing,CN,Nanjing University of Information Science and Technology
11818,12025,~Hugo_Malard1,True,Télécom ParisTech,PhD student,,2023.0,2026.0,,FR,Télécom Paris
11819,12026,~Yujie_Lu1,True,Meta,Researcher,,2025.0,,,US,Meta
11820,12027,~Yujie_Lu1,True,UC Santa Barbara,PhD student,,2021.0,2025.0,,US,"University of California, Santa Barbara"
11821,12028,~Bruno_Kacper_Mlodozeniec2,False,University of Cambridge,PhD student,,2023.0,,,,University of Cambridge
11822,12029,~Michael_W._Jenkins1,True,Case Western Reserve University,Associate Professor,,2019.0,2024.0,cleveland,US,Case Western Reserve University
11823,12030,~Zan_Gojcic1,False,NVIDIA ,Researcher,,2021.0,,,US,NVIDIA
11824,12031,~Jerry_Wei1,False,Anthropic,Researcher,,2024.0,,,US,Anthropic
11825,12032,~Jerry_Wei1,False,Google DeepMind,Researcher,,2023.0,2024.0,,,Google
11826,12033,~Christian_Kümmerle1,True,University of North Carolina at Charlotte,Assistant Professor,,2022.0,,Charlotte,US,University of North Carolina at Charlotte
11827,12034,~Ning_Yu2,False,Netflix Eyeline,Researcher,,2024.0,,,US,Netflix Eyeline Studios
11828,12035,~Ning_Yu2,False,Salesforce Research,Researcher,,2021.0,2024.0,,US,Salesforce Research Asia
11829,12036,~Wonil_Song1,True,Samsung,Researcher,,2024.0,,,KR,Samsung Research UK
11830,12037,~Tingting_Shen2,True,Xiamen University,MS student,,2020.0,2025.0,Xiamen,CN,Xiamen University
11831,12038,~Junping_Zhang2,True,Fudan University,Professor,,2011.0,,Shanghai,CN,Fudan University
11832,12039,~Philippe_Formont1,True,"École de technologie supérieure, Université du Québec",PhD student,,2023.0,,Montreal,CA,"École de technologie supérieure, Université du Québec"
11833,12040,~Philippe_Formont1,True,Université Paris-Saclay,PhD student,,2023.0,,Gif-sur-Yvette,FR,Université Paris-Saclay
11834,12041,~Min_Zhao3,True,Tsinghua University,Postdoc,,2025.0,,Beijing,CN,"Tsinghua University, Beijing"
11835,12042,~Min_Zhao3,True,"Institute of automation, Chinese academy of science",PhD student,,2019.0,2024.0,Beijing,CN,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
11836,12043,~Lei_Liu26,True,Zhejiang University,MS student,,2023.0,2026.0,,CN,Zhejiang University
11837,12044,~Hung-Ting_Su1,True,Delta Robotics Innovation Center,Researcher,,2025.0,,,TW,Delta Robotics Innovation Center
11838,12045,~Hung-Ting_Su1,True,National Taiwan University,Postdoc,,2023.0,2025.0,,TW,National Taiwan University
11839,12046,~Binhui_Xie1,True,Beijing Institute of Technology,PhD student,,2019.0,2025.0,,CN,Beijing Institute of Technology
11840,12047,~Yanzuo_Lu1,True,Imperial College London,PhD student,,2025.0,2029.0,,GB,Imperial College London
11841,12048,~Yanzuo_Lu1,True,ByteDance,Intern,,2023.0,2025.0,,CN,ByteDance Inc.
11842,12049,~Yanzuo_Lu1,True,SUN YAT-SEN UNIVERSITY,MS student,,2022.0,2025.0,,CN,Sun Yat-sen University
11843,12050,~Quentin_Delfosse1,True,"CS Department, TU Darmstadt, TU Darmstadt",PhD student,,2020.0,,,,Technical University of Darmstadt
11844,12051,~Yanze_Wu1,True,ByteDance Inc.,Researcher,,2023.0,,Shanghai,CN,ByteDance Inc.
11845,12052,~Laura_Battaglia1,True,University of Oxford,PhD student,,2022.0,2026.0,,,University of Oxford
11846,12053,~Astrid_Walle1,True,Siemens Energy,Developer,,2023.0,,,,Siemens Energy
11847,12054,~AJAY_KUMAR_JAISWAL1,True,Apple,Researcher,,2023.0,,,,Apple
11848,12055,~AJAY_KUMAR_JAISWAL1,True,"University of Texas, Austin",PhD student,,2021.0,2025.0,,,The University of Texas at Austin
11849,12056,~Yihua_Chen2,True,The University of Tokyo,MS student,,2024.0,2026.0,,,The University of Tokyo
11850,12057,~Cyril_Zhang1,False,Microsoft,Senior Researcher,,2020.0,,,,Microsoft
11851,12058,~Krishna_Kumar_Singh4,False,Adobe Research,Research Scientist,,2020.0,,San Jose,US,Adobe Systems
11852,12059,~Maor_Ashkenazi1,True,Ben Gurion University of the Negev,PhD student,,2021.0,,Beer Sheva,IL,Ben-Gurion University of the Negev
11853,12060,~Kai_CHEN17,True,"Tsinghua University, Tsinghua University",Postdoc,,2023.0,,Beijing,CN,"Tsinghua University, Beijing"
11854,12061,~Beining_Yang1,True,"University of Edinburgh, University of Edinburgh",PhD student,,2024.0,,Edinburgh,GB,University of Edinburgh
11855,12062,~Beining_Yang1,True,Beijing University of Aeronautics and Astronautics,MS student,,2021.0,2024.0,Beijing,CN,Beihang University
11856,12063,~Yongjae_Lee4,True,Arizona State University,PhD student,,2024.0,2027.0,Tempe,US,Arizona State University (ASU)
11857,12064,~Yongjae_Lee4,True,Johns Hopkins University,PhD student,,2023.0,2024.0,Baltimore,US,Johns Hopkins University
11858,12065,~Xinyu_Yang4,True,Carnegie Mellon University,PhD student,,2023.0,,Pittsburgh,US,Carnegie Mellon University
11859,12066,~Da_Wang2,True,Shanxi University,PhD student,,2020.0,2025.0,Taiyuan,CN,Shanxi University
11860,12067,~Karim_Douch1,True,European Space Agency,Researcher,,2023.0,2026.0,Frascati,,European Space Agency
11861,12068,~Pengyu_Wang7,True,Westlake University,PhD student,,2022.0,2026.0,,,Westlake University
11862,12069,~Hui_Huang3,True,Shenzhen University,Full Professor,,2016.0,,Shenzhen,CN,Shenzhen University
11863,12070,~Qi_Pang1,True,Carnegie Mellon University,PhD student,,2022.0,,,US,Carnegie Mellon University
11864,12071,~Yixuan_Wang1,True,"Northwestern University, Northwestern University",PhD student,,2019.0,2024.0,,,Northwestern University
11865,12072,~Wenhao_Ding1,True,NVIDIA Research,Researcher,,2024.0,,,US,NVIDIA
11866,12073,~Wenhao_Ding1,True,Carnegie Mellon University,PhD student,,2019.0,2024.0,,US,Carnegie Mellon University
11867,12074,~John_Xavier_Morris1,True,Cornell University,PhD student,,2021.0,,New York,US,Cornell University
11868,12075,~Shixiang_Shane_Gu1,False,Google DeepMind,Staff Research Scientist,,2023.0,2027.0,,,Google
11869,12076,~Li_Kevin_Wenliang1,True,Google DeepMind,Researcher,,2022.0,,,GB,Google
11870,12077,~Roderick_Murray-Smith1,False,University of Glasgow,Professor,,1999.0,,Glasgow,GB,University of Glasgow
11871,12078,~Renjing_Xu1,True,The Hong Kong University of Science and Technology (Guangzhou),Assistant Professor,,2022.0,,Guangzhou,CN,Hong Kong University of Science and Technology(Guangzhou)
11872,12079,~Harry_Mayne1,True,University of Oxford,PhD student,,2023.0,2027.0,Oxford,GB,University of Oxford
11873,12080,~Fadi_Khatib1,True,Weizmann Institute of Science,PhD student,,2024.0,,,IL,Weizmann Institute of Science
11874,12081,~Fadi_Khatib1,True,Weizmann Institute of Science,MS student,,2021.0,2024.0,,IL,Weizmann Institute of Science
11875,12082,~Du-Seong_Chang1,True,Sogang University,Associate Professor,,2025.0,,Seoul,KR,Sogang University
11876,12083,~Du-Seong_Chang1,True,KT,Senior Vice President,,2005.0,2024.0,Seoul,KR,Korea Telecom Research
11877,12084,~Andrew_Ilyas1,False,Stanford University,Instructor,,2024.0,2025.0,,US,Stanford University
11878,12085,~Andrew_Ilyas1,False,Massachusetts Institute of Technology,PhD student,,2018.0,2024.0,,US,Massachusetts Institute of Technology
11879,12086,~Niki_Kilbertus1,True,Technische Universität München,Assistant Professor,,2021.0,,,DE,Technical University of Munich
11880,12087,~Niki_Kilbertus1,True,Helmholtz AI,Group Leader,,2020.0,,,DE,Helmholtz Center CISPA for Information Security
11881,12088,~Ziqiang_He1,False,SUN YAT-SEN UNIVERSITY,PhD student,,2022.0,2026.0,GuangZhou,CN,Sun Yat-sen University
11882,12089,~Aryaman_Arora1,True,Stanford University,PhD student,,2023.0,2028.0,Stanford,US,Stanford University
11883,12090,~Daniel_Freedman2,True,Tel Aviv University,Associate Professor,,2025.0,,Tel Aviv,IL,Tel Aviv University
11884,12091,~Daniel_Freedman2,True,Genesis Therapeutics,Researcher,,2025.0,,Burlingame,US,Genesis Therapeutics
11885,12092,~Daniel_Freedman2,True,Verily,Researcher,,2021.0,2024.0,Haifa,IL,Verily
11886,12093,~Haocheng_Luo1,True,Monash University,PhD student,,2023.0,2027.0,,AU,Monash University
11887,12094,~Mahmut_Kandemir1,True,Pennsylvania State University,Full Professor,,2009.0,,,,Pennsylvania State University
11888,12095,~Zhen-Yu_Zhang1,True,RIKEN,Postdoc,,2023.0,,Tokyo,JP,RIKEN
11889,12096,~Youngchul_Sung1,False,Korea Advanced Institute of Science and Technology,Full Professor,,2018.0,,Daejeon,KR,Korea Advanced Institute of Science and Technology
11890,12097,~Linhao_Zhang1,True,Baidu,Researcher,,2021.0,2025.0,Beijing,CN,Baidu
11891,12098,~Daniel_Chee_Hian_Tan1,False,University College London,PhD student,,2022.0,2026.0,London,GB,University College London
11892,12099,~Maytal_Saar-Tsechansky1,,University of Texas at Austin,Full Professor,,2002.0,,,,The University of Texas at Austin
11893,12100,~Yi-Chung_Chen1,False,Purdue University,PhD student,,2024.0,,,US,Purdue University
11894,12101,~Yi-Chung_Chen1,False,MediaTek,Researcher,,2023.0,2024.0,,TW,MediaTek Research
11895,12102,~Guanghao_Zheng1,True,Shanghai Jiaotong University,PhD student,,2021.0,2026.0,Shanghai,CN,Shanghai Jiao Tong University
11896,12103,~Robert_M._Gower1,True,Flatiron Institute,Researcher,,2021.0,,New York,US,Flatiron Institute
11897,12104,~Akshay_Nambi1,True,Microsoft Research,Principal Researcher,,2019.0,,,IN,Microsoft
11898,12105,~Wenzhuo_Liu5,False,Microsoft,Intern,,2023.0,2025.0,,CN,Microsoft
11899,12106,~Wenzhuo_Liu5,False,University of the Chinese Academy of Sciences,PhD student,,2022.0,2025.0,,CN,University of Chinese Academy of Sciences
11900,12107,~Gantavya_Bhatt1,True,"University of Washington, Seattle",Graduate Student,,2020.0,2026.0,Seattle,US,University of Washington
11901,12108,~Ibrahim_Alabdulmohsin1,True,Google,Research Scientist,,2019.0,,,CH,Google
11902,12109,~Song-Hai_Zhang1,False,"Tsinghua University, Tsinghua University",Associate Professor,,2011.0,,Beijing,CN,"Tsinghua University, Beijing"
11903,12110,~Ashwin_Sankar1,True,AI4Bharat,Researcher,,2022.0,,Chennai,IN,AI4Bharat
11904,12111,~Eleni_Straitouri1,True,MPI-SWS,PhD student,,2021.0,,,DE,Max Planck Institute for Software Systems
11905,12112,~Haoxuan_Ma1,False,Nanjing University,MS student,,2025.0,2028.0,Nan Jing,CN,Nanjing University
11906,12113,~Haoxuan_Ma1,False,Southeast University,Undergrad student,,2021.0,2025.0,Nan Jing,CN,Southeast University
11907,12114,~Xiaofan_Zhang2,True,Shanghai Jiaotong University,Associate Professor,,2021.0,,Shanghai,CN,Shanghai Jiao Tong University
11908,12115,~Wei_Sun12,True,East China Normal University,Researcher,,2025.0,2031.0,Shanghai,CN,East China Normal University
11909,12116,~Wei_Sun12,True,Shanghai Jiaotong University,Postdoc,,2023.0,2025.0,Shanghai,CN,Shanghai Jiao Tong University
11910,12117,~Ning_Gu2,True,Fudan University,Full Professor,,2001.0,,Shanghai,CN,Fudan University
11911,12118,~Hsin-Ying_Lee2,False,Snap Inc.,Researcher,,2020.0,2025.0,,US,Snap Inc.
11912,12119,~Vijay_Ekambaram1,True,International Business Machines,Researcher,,2013.0,,,IN,International Business Machines
11913,12120,~Mengxian_Hu1,True,Tongji University,PhD student,,2022.0,2026.0,Shanghai,CN,Tongji University
11914,12121,~Yiyang_Wang2,True,The University of Hong Kong,PhD student,,2024.0,,,HK,University of Hong Kong
11915,12122,~Yiyang_Wang2,True,Peking University,Undergrad student,,2020.0,2024.0,Beijing,CN,Peking University
11916,12123,~Zhiwei_Wang3,True,Shanghai Jiaotong University,PhD student,,2021.0,2026.0,,CN,Shanghai Jiao Tong University
11917,12124,~Youwei_Lyu1,True,"vivo Mobile Communication Co., Ltd.",Researcher,,2025.0,2025.0,,CN,"vivo Mobile Communication Co., Ltd."
11918,12125,~Youwei_Lyu1,True,Beijing University of Posts and Telecommunications,PhD student,,2021.0,2025.0,,CN,Beijing University of Posts and Telecommunications
11919,12126,~Artur_Szumaczuk1,True,Samsung,Data Scientist,,2019.0,,,,Samsung Research UK
11920,12127,~Yiming_Li2,True,NVIDIA,Researcher,,2025.0,,,US,NVIDIA
11921,12128,~Yiming_Li2,True,New York University,PhD student,,2020.0,2024.0,,US,New York University
11922,12129,~Yongbin_Li2,True,Alibaba Group,Researcher,,2007.0,,,CN,Alibaba Group
11923,12130,~Sujoy_Paul1,False,Google,Researcher,,2020.0,,,IN,Google
11924,12131,~Shikun_Zhang2,True,Peking University,Full Professor,,2006.0,,Beijing,CN,Peking University
11925,12132,~Yu_Liu12,False,Dalian University of Technology,Associate Professor,,2021.0,,Dalian,CN,Dalian University of Technology
11926,12133,~Pengcheng_Yin1,True,Google,Researcher,,2021.0,,,US,Google
