kind,subtype,subcategory,company,period,works,citations,work_id,title
subcat-quarter,autonomous-agents,coding-software,,2023-Q4,7,,,
subcat-quarter,autonomous-agents,coding-software,,2024-Q1,15,,,
subcat-quarter,autonomous-agents,coding-software,,2024-Q2,20,,,
subcat-quarter,autonomous-agents,coding-software,,2024-Q3,23,,,
subcat-quarter,autonomous-agents,coding-software,,2024-Q4,35,,,
subcat-quarter,autonomous-agents,coding-software,,2025-Q1,61,,,
subcat-quarter,autonomous-agents,coding-software,,2025-Q2,87,,,
subcat-quarter,autonomous-agents,coding-software,,2025-Q3,88,,,
subcat-quarter,autonomous-agents,coding-software,,2025-Q4,170,,,
subcat-quarter,autonomous-agents,coding-software,,2026-Q1,262,,,
subcat-quarter,autonomous-agents,coding-software,,2026-Q2,358,,,
subcat-quarter,autonomous-agents,coding-software,,2026-Q3,2,,,
subcat-quarter,autonomous-agents,computer-web-use,,2023-Q2,1,,,
subcat-quarter,autonomous-agents,computer-web-use,,2023-Q3,1,,,
subcat-quarter,autonomous-agents,computer-web-use,,2023-Q4,2,,,
subcat-quarter,autonomous-agents,computer-web-use,,2024-Q1,2,,,
subcat-quarter,autonomous-agents,computer-web-use,,2024-Q2,5,,,
subcat-quarter,autonomous-agents,computer-web-use,,2024-Q3,4,,,
subcat-quarter,autonomous-agents,computer-web-use,,2024-Q4,10,,,
subcat-quarter,autonomous-agents,computer-web-use,,2025-Q1,10,,,
subcat-quarter,autonomous-agents,computer-web-use,,2025-Q2,18,,,
subcat-quarter,autonomous-agents,computer-web-use,,2025-Q3,29,,,
subcat-quarter,autonomous-agents,computer-web-use,,2025-Q4,38,,,
subcat-quarter,autonomous-agents,computer-web-use,,2026-Q1,58,,,
subcat-quarter,autonomous-agents,computer-web-use,,2026-Q2,91,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2020-Q1,1,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2020-Q4,1,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2021-Q1,1,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2021-Q3,1,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2022-Q1,1,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2022-Q2,2,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2022-Q3,4,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2022-Q4,6,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2023-Q1,14,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2023-Q2,15,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2023-Q3,33,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2023-Q4,58,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2024-Q1,168,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2024-Q2,144,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2024-Q3,164,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2024-Q4,252,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2025-Q1,565,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2025-Q2,539,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2025-Q3,756,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2025-Q4,1196,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2026-Q1,1833,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2026-Q2,2111,,,
subcat-quarter,autonomous-agents,enterprise-domain,,2026-Q3,5,,,
subcat-quarter,autonomous-agents,other,,2023-Q1,2,,,
subcat-quarter,autonomous-agents,other,,2023-Q2,5,,,
subcat-quarter,autonomous-agents,other,,2023-Q3,9,,,
subcat-quarter,autonomous-agents,other,,2023-Q4,11,,,
subcat-quarter,autonomous-agents,other,,2024-Q1,27,,,
subcat-quarter,autonomous-agents,other,,2024-Q2,18,,,
subcat-quarter,autonomous-agents,other,,2024-Q3,10,,,
subcat-quarter,autonomous-agents,other,,2024-Q4,15,,,
subcat-quarter,autonomous-agents,other,,2025-Q1,57,,,
subcat-quarter,autonomous-agents,other,,2025-Q2,55,,,
subcat-quarter,autonomous-agents,other,,2025-Q3,58,,,
subcat-quarter,autonomous-agents,other,,2025-Q4,67,,,
subcat-quarter,autonomous-agents,other,,2026-Q1,142,,,
subcat-quarter,autonomous-agents,other,,2026-Q2,139,,,
subcat-quarter,autonomous-agents,other,,2026-Q3,1,,,
subcat-quarter,autonomous-agents,personal-social,,2021-Q3,2,,,
subcat-quarter,autonomous-agents,personal-social,,2022-Q3,1,,,
subcat-quarter,autonomous-agents,personal-social,,2022-Q4,2,,,
subcat-quarter,autonomous-agents,personal-social,,2023-Q1,6,,,
subcat-quarter,autonomous-agents,personal-social,,2023-Q2,10,,,
subcat-quarter,autonomous-agents,personal-social,,2023-Q3,14,,,
subcat-quarter,autonomous-agents,personal-social,,2023-Q4,13,,,
subcat-quarter,autonomous-agents,personal-social,,2024-Q1,36,,,
subcat-quarter,autonomous-agents,personal-social,,2024-Q2,18,,,
subcat-quarter,autonomous-agents,personal-social,,2024-Q3,22,,,
subcat-quarter,autonomous-agents,personal-social,,2024-Q4,35,,,
subcat-quarter,autonomous-agents,personal-social,,2025-Q1,62,,,
subcat-quarter,autonomous-agents,personal-social,,2025-Q2,57,,,
subcat-quarter,autonomous-agents,personal-social,,2025-Q3,85,,,
subcat-quarter,autonomous-agents,personal-social,,2025-Q4,88,,,
subcat-quarter,autonomous-agents,personal-social,,2026-Q1,147,,,
subcat-quarter,autonomous-agents,personal-social,,2026-Q2,166,,,
subcat-quarter,autonomous-agents,personal-social,,2026-Q3,1,,,
subcat-quarter,autonomous-agents,science-discovery,,2020-Q3,1,,,
subcat-quarter,autonomous-agents,science-discovery,,2022-Q2,1,,,
subcat-quarter,autonomous-agents,science-discovery,,2023-Q1,3,,,
subcat-quarter,autonomous-agents,science-discovery,,2023-Q2,3,,,
subcat-quarter,autonomous-agents,science-discovery,,2023-Q3,7,,,
subcat-quarter,autonomous-agents,science-discovery,,2023-Q4,19,,,
subcat-quarter,autonomous-agents,science-discovery,,2024-Q1,13,,,
subcat-quarter,autonomous-agents,science-discovery,,2024-Q2,27,,,
subcat-quarter,autonomous-agents,science-discovery,,2024-Q3,18,,,
subcat-quarter,autonomous-agents,science-discovery,,2024-Q4,48,,,
subcat-quarter,autonomous-agents,science-discovery,,2025-Q1,78,,,
subcat-quarter,autonomous-agents,science-discovery,,2025-Q2,131,,,
subcat-quarter,autonomous-agents,science-discovery,,2025-Q3,154,,,
subcat-quarter,autonomous-agents,science-discovery,,2025-Q4,237,,,
subcat-quarter,autonomous-agents,science-discovery,,2026-Q1,493,,,
subcat-quarter,autonomous-agents,science-discovery,,2026-Q2,658,,,
subcat-quarter,autonomous-agents,science-discovery,,2026-Q3,1,,,
subcat-quarter,embodied,autonomous-driving,,2021-Q1,1,,,
subcat-quarter,embodied,autonomous-driving,,2023-Q3,1,,,
subcat-quarter,embodied,autonomous-driving,,2024-Q2,4,,,
subcat-quarter,embodied,autonomous-driving,,2024-Q3,1,,,
subcat-quarter,embodied,autonomous-driving,,2024-Q4,1,,,
subcat-quarter,embodied,autonomous-driving,,2025-Q1,4,,,
subcat-quarter,embodied,autonomous-driving,,2025-Q2,3,,,
subcat-quarter,embodied,autonomous-driving,,2025-Q3,3,,,
subcat-quarter,embodied,autonomous-driving,,2025-Q4,8,,,
subcat-quarter,embodied,autonomous-driving,,2026-Q1,5,,,
subcat-quarter,embodied,autonomous-driving,,2026-Q2,15,,,
subcat-quarter,embodied,human-robot-interaction,,2023-Q2,1,,,
subcat-quarter,embodied,human-robot-interaction,,2023-Q3,1,,,
subcat-quarter,embodied,human-robot-interaction,,2023-Q4,1,,,
subcat-quarter,embodied,human-robot-interaction,,2024-Q1,2,,,
subcat-quarter,embodied,human-robot-interaction,,2024-Q2,2,,,
subcat-quarter,embodied,human-robot-interaction,,2024-Q3,4,,,
subcat-quarter,embodied,human-robot-interaction,,2024-Q4,11,,,
subcat-quarter,embodied,human-robot-interaction,,2025-Q1,13,,,
subcat-quarter,embodied,human-robot-interaction,,2025-Q2,9,,,
subcat-quarter,embodied,human-robot-interaction,,2025-Q3,11,,,
subcat-quarter,embodied,human-robot-interaction,,2025-Q4,13,,,
subcat-quarter,embodied,human-robot-interaction,,2026-Q1,24,,,
subcat-quarter,embodied,human-robot-interaction,,2026-Q2,12,,,
subcat-quarter,embodied,manipulation-control,,2020-Q3,1,,,
subcat-quarter,embodied,manipulation-control,,2021-Q4,1,,,
subcat-quarter,embodied,manipulation-control,,2022-Q1,1,,,
subcat-quarter,embodied,manipulation-control,,2022-Q2,1,,,
subcat-quarter,embodied,manipulation-control,,2022-Q3,1,,,
subcat-quarter,embodied,manipulation-control,,2022-Q4,4,,,
subcat-quarter,embodied,manipulation-control,,2023-Q1,6,,,
subcat-quarter,embodied,manipulation-control,,2023-Q2,3,,,
subcat-quarter,embodied,manipulation-control,,2023-Q3,7,,,
subcat-quarter,embodied,manipulation-control,,2023-Q4,18,,,
subcat-quarter,embodied,manipulation-control,,2024-Q1,13,,,
subcat-quarter,embodied,manipulation-control,,2024-Q2,18,,,
subcat-quarter,embodied,manipulation-control,,2024-Q3,14,,,
subcat-quarter,embodied,manipulation-control,,2024-Q4,20,,,
subcat-quarter,embodied,manipulation-control,,2025-Q1,25,,,
subcat-quarter,embodied,manipulation-control,,2025-Q2,44,,,
subcat-quarter,embodied,manipulation-control,,2025-Q3,47,,,
subcat-quarter,embodied,manipulation-control,,2025-Q4,76,,,
subcat-quarter,embodied,manipulation-control,,2026-Q1,91,,,
subcat-quarter,embodied,manipulation-control,,2026-Q2,100,,,
subcat-quarter,embodied,navigation,,2022-Q2,2,,,
subcat-quarter,embodied,navigation,,2022-Q3,2,,,
subcat-quarter,embodied,navigation,,2022-Q4,2,,,
subcat-quarter,embodied,navigation,,2023-Q1,2,,,
subcat-quarter,embodied,navigation,,2023-Q2,1,,,
subcat-quarter,embodied,navigation,,2023-Q3,1,,,
subcat-quarter,embodied,navigation,,2023-Q4,2,,,
subcat-quarter,embodied,navigation,,2024-Q1,6,,,
subcat-quarter,embodied,navigation,,2024-Q2,1,,,
subcat-quarter,embodied,navigation,,2024-Q3,6,,,
subcat-quarter,embodied,navigation,,2024-Q4,4,,,
subcat-quarter,embodied,navigation,,2025-Q1,7,,,
subcat-quarter,embodied,navigation,,2025-Q2,11,,,
subcat-quarter,embodied,navigation,,2025-Q3,12,,,
subcat-quarter,embodied,navigation,,2025-Q4,15,,,
subcat-quarter,embodied,navigation,,2026-Q1,31,,,
subcat-quarter,embodied,navigation,,2026-Q2,11,,,
subcat-quarter,embodied,other,,2023-Q1,1,,,
subcat-quarter,embodied,other,,2023-Q2,1,,,
subcat-quarter,embodied,other,,2023-Q4,2,,,
subcat-quarter,embodied,other,,2024-Q3,1,,,
subcat-quarter,embodied,other,,2025-Q1,2,,,
subcat-quarter,embodied,other,,2025-Q2,2,,,
subcat-quarter,embodied,other,,2025-Q3,3,,,
subcat-quarter,embodied,other,,2025-Q4,5,,,
subcat-quarter,embodied,other,,2026-Q1,18,,,
subcat-quarter,embodied,other,,2026-Q2,15,,,
subcat-quarter,embodied,simulation-worlds,,2022-Q1,1,,,
subcat-quarter,embodied,simulation-worlds,,2022-Q2,2,,,
subcat-quarter,embodied,simulation-worlds,,2023-Q1,3,,,
subcat-quarter,embodied,simulation-worlds,,2023-Q2,5,,,
subcat-quarter,embodied,simulation-worlds,,2023-Q3,3,,,
subcat-quarter,embodied,simulation-worlds,,2023-Q4,4,,,
subcat-quarter,embodied,simulation-worlds,,2024-Q1,16,,,
subcat-quarter,embodied,simulation-worlds,,2024-Q2,13,,,
subcat-quarter,embodied,simulation-worlds,,2024-Q3,5,,,
subcat-quarter,embodied,simulation-worlds,,2024-Q4,15,,,
subcat-quarter,embodied,simulation-worlds,,2025-Q1,23,,,
subcat-quarter,embodied,simulation-worlds,,2025-Q2,31,,,
subcat-quarter,embodied,simulation-worlds,,2025-Q3,22,,,
subcat-quarter,embodied,simulation-worlds,,2025-Q4,42,,,
subcat-quarter,embodied,simulation-worlds,,2026-Q1,63,,,
subcat-quarter,embodied,simulation-worlds,,2026-Q2,57,,,
subcat-quarter,multi-agent,agent-societies,,2021-Q2,1,,,
subcat-quarter,multi-agent,agent-societies,,2023-Q1,4,,,
subcat-quarter,multi-agent,agent-societies,,2023-Q2,1,,,
subcat-quarter,multi-agent,agent-societies,,2023-Q3,2,,,
subcat-quarter,multi-agent,agent-societies,,2023-Q4,6,,,
subcat-quarter,multi-agent,agent-societies,,2024-Q1,22,,,
subcat-quarter,multi-agent,agent-societies,,2024-Q2,11,,,
subcat-quarter,multi-agent,agent-societies,,2024-Q3,9,,,
subcat-quarter,multi-agent,agent-societies,,2024-Q4,29,,,
subcat-quarter,multi-agent,agent-societies,,2025-Q1,64,,,
subcat-quarter,multi-agent,agent-societies,,2025-Q2,53,,,
subcat-quarter,multi-agent,agent-societies,,2025-Q3,70,,,
subcat-quarter,multi-agent,agent-societies,,2025-Q4,115,,,
subcat-quarter,multi-agent,agent-societies,,2026-Q1,228,,,
subcat-quarter,multi-agent,agent-societies,,2026-Q2,362,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2020-Q1,1,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2020-Q2,1,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2021-Q1,1,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2021-Q2,2,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2023-Q1,5,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2023-Q2,3,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2023-Q3,18,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2023-Q4,23,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2024-Q1,78,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2024-Q2,62,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2024-Q3,65,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2024-Q4,118,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2025-Q1,278,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2025-Q2,273,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2025-Q3,349,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2025-Q4,544,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2026-Q1,785,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2026-Q2,883,,,
subcat-quarter,multi-agent,collaboration-frameworks,,2026-Q3,3,,,
subcat-quarter,multi-agent,debate-consensus,,2023-Q2,3,,,
subcat-quarter,multi-agent,debate-consensus,,2023-Q3,6,,,
subcat-quarter,multi-agent,debate-consensus,,2023-Q4,4,,,
subcat-quarter,multi-agent,debate-consensus,,2024-Q1,19,,,
subcat-quarter,multi-agent,debate-consensus,,2024-Q2,10,,,
subcat-quarter,multi-agent,debate-consensus,,2024-Q3,2,,,
subcat-quarter,multi-agent,debate-consensus,,2024-Q4,16,,,
subcat-quarter,multi-agent,debate-consensus,,2025-Q1,32,,,
subcat-quarter,multi-agent,debate-consensus,,2025-Q2,38,,,
subcat-quarter,multi-agent,debate-consensus,,2025-Q3,39,,,
subcat-quarter,multi-agent,debate-consensus,,2025-Q4,89,,,
subcat-quarter,multi-agent,debate-consensus,,2026-Q1,121,,,
subcat-quarter,multi-agent,debate-consensus,,2026-Q2,176,,,
subcat-quarter,multi-agent,domain-mas,,2021-Q4,1,,,
subcat-quarter,multi-agent,domain-mas,,2022-Q1,1,,,
subcat-quarter,multi-agent,domain-mas,,2022-Q4,4,,,
subcat-quarter,multi-agent,domain-mas,,2023-Q1,3,,,
subcat-quarter,multi-agent,domain-mas,,2023-Q2,1,,,
subcat-quarter,multi-agent,domain-mas,,2023-Q3,7,,,
subcat-quarter,multi-agent,domain-mas,,2023-Q4,21,,,
subcat-quarter,multi-agent,domain-mas,,2024-Q1,42,,,
subcat-quarter,multi-agent,domain-mas,,2024-Q2,41,,,
subcat-quarter,multi-agent,domain-mas,,2024-Q3,62,,,
subcat-quarter,multi-agent,domain-mas,,2024-Q4,121,,,
subcat-quarter,multi-agent,domain-mas,,2025-Q1,293,,,
subcat-quarter,multi-agent,domain-mas,,2025-Q2,296,,,
subcat-quarter,multi-agent,domain-mas,,2025-Q3,378,,,
subcat-quarter,multi-agent,domain-mas,,2025-Q4,525,,,
subcat-quarter,multi-agent,domain-mas,,2026-Q1,935,,,
subcat-quarter,multi-agent,domain-mas,,2026-Q2,998,,,
subcat-quarter,multi-agent,domain-mas,,2026-Q3,3,,,
subcat-quarter,multi-agent,mas-efficiency-robustness,,2024-Q3,3,,,
subcat-quarter,multi-agent,mas-efficiency-robustness,,2025-Q1,6,,,
subcat-quarter,multi-agent,mas-efficiency-robustness,,2025-Q2,7,,,
subcat-quarter,multi-agent,mas-efficiency-robustness,,2025-Q3,7,,,
subcat-quarter,multi-agent,mas-efficiency-robustness,,2025-Q4,12,,,
subcat-quarter,multi-agent,mas-efficiency-robustness,,2026-Q1,35,,,
subcat-quarter,multi-agent,mas-efficiency-robustness,,2026-Q2,46,,,
subcat-quarter,multi-agent,other,,2023-Q4,1,,,
subcat-quarter,multi-agent,other,,2024-Q1,1,,,
subcat-quarter,multi-agent,other,,2024-Q4,1,,,
subcat-quarter,multi-agent,other,,2025-Q1,6,,,
subcat-quarter,multi-agent,other,,2025-Q2,1,,,
subcat-quarter,multi-agent,other,,2025-Q3,8,,,
subcat-quarter,multi-agent,other,,2025-Q4,8,,,
subcat-quarter,multi-agent,other,,2026-Q1,8,,,
subcat-quarter,multi-agent,other,,2026-Q2,18,,,
subcat-quarter,orchestration,efficiency-economics,,2025-Q3,2,,,
subcat-quarter,orchestration,efficiency-economics,,2025-Q4,3,,,
subcat-quarter,orchestration,efficiency-economics,,2026-Q2,8,,,
subcat-quarter,orchestration,enterprise-architecture,,2022-Q1,1,,,
subcat-quarter,orchestration,enterprise-architecture,,2023-Q1,1,,,
subcat-quarter,orchestration,enterprise-architecture,,2024-Q1,3,,,
subcat-quarter,orchestration,enterprise-architecture,,2024-Q2,1,,,
subcat-quarter,orchestration,enterprise-architecture,,2024-Q3,2,,,
subcat-quarter,orchestration,enterprise-architecture,,2024-Q4,7,,,
subcat-quarter,orchestration,enterprise-architecture,,2025-Q1,10,,,
subcat-quarter,orchestration,enterprise-architecture,,2025-Q2,17,,,
subcat-quarter,orchestration,enterprise-architecture,,2025-Q3,13,,,
subcat-quarter,orchestration,enterprise-architecture,,2025-Q4,55,,,
subcat-quarter,orchestration,enterprise-architecture,,2026-Q1,108,,,
subcat-quarter,orchestration,enterprise-architecture,,2026-Q2,104,,,
subcat-quarter,orchestration,frameworks-runtimes,,2023-Q2,2,,,
subcat-quarter,orchestration,frameworks-runtimes,,2023-Q3,7,,,
subcat-quarter,orchestration,frameworks-runtimes,,2023-Q4,5,,,
subcat-quarter,orchestration,frameworks-runtimes,,2024-Q1,13,,,
subcat-quarter,orchestration,frameworks-runtimes,,2024-Q2,8,,,
subcat-quarter,orchestration,frameworks-runtimes,,2024-Q3,18,,,
subcat-quarter,orchestration,frameworks-runtimes,,2024-Q4,21,,,
subcat-quarter,orchestration,frameworks-runtimes,,2025-Q1,87,,,
subcat-quarter,orchestration,frameworks-runtimes,,2025-Q2,95,,,
subcat-quarter,orchestration,frameworks-runtimes,,2025-Q3,198,,,
subcat-quarter,orchestration,frameworks-runtimes,,2025-Q4,287,,,
subcat-quarter,orchestration,frameworks-runtimes,,2026-Q1,606,,,
subcat-quarter,orchestration,frameworks-runtimes,,2026-Q2,825,,,
subcat-quarter,orchestration,frameworks-runtimes,,2026-Q3,1,,,
subcat-quarter,orchestration,observability-ops,,2025-Q2,1,,,
subcat-quarter,orchestration,observability-ops,,2025-Q3,1,,,
subcat-quarter,orchestration,observability-ops,,2025-Q4,1,,,
subcat-quarter,orchestration,observability-ops,,2026-Q1,2,,,
subcat-quarter,orchestration,observability-ops,,2026-Q2,2,,,
subcat-quarter,orchestration,other,,2025-Q1,2,,,
subcat-quarter,orchestration,other,,2025-Q2,1,,,
subcat-quarter,orchestration,other,,2025-Q3,2,,,
subcat-quarter,orchestration,other,,2026-Q1,3,,,
subcat-quarter,orchestration,protocols,,2025-Q1,13,,,
subcat-quarter,orchestration,protocols,,2025-Q2,10,,,
subcat-quarter,orchestration,protocols,,2025-Q3,20,,,
subcat-quarter,orchestration,protocols,,2025-Q4,47,,,
subcat-quarter,orchestration,protocols,,2026-Q1,86,,,
subcat-quarter,orchestration,protocols,,2026-Q2,91,,,
subcat-quarter,planning-reasoning,applied-optimization,,2024-Q1,3,,,
subcat-quarter,planning-reasoning,applied-optimization,,2024-Q2,3,,,
subcat-quarter,planning-reasoning,applied-optimization,,2024-Q3,2,,,
subcat-quarter,planning-reasoning,applied-optimization,,2024-Q4,4,,,
subcat-quarter,planning-reasoning,applied-optimization,,2025-Q1,18,,,
subcat-quarter,planning-reasoning,applied-optimization,,2025-Q2,15,,,
subcat-quarter,planning-reasoning,applied-optimization,,2025-Q3,16,,,
subcat-quarter,planning-reasoning,applied-optimization,,2025-Q4,23,,,
subcat-quarter,planning-reasoning,applied-optimization,,2026-Q1,42,,,
subcat-quarter,planning-reasoning,applied-optimization,,2026-Q2,53,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2022-Q1,1,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2023-Q1,2,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2023-Q2,6,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2023-Q3,11,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2023-Q4,16,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2024-Q1,26,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2024-Q2,33,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2024-Q3,42,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2024-Q4,39,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2025-Q1,99,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2025-Q2,104,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2025-Q3,158,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2025-Q4,244,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2026-Q1,393,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2026-Q2,449,,,
subcat-quarter,planning-reasoning,hierarchical-planning,,2026-Q3,1,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2021-Q4,1,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2022-Q2,1,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2022-Q3,1,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2023-Q1,3,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2023-Q2,5,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2023-Q3,5,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2023-Q4,9,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2024-Q1,23,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2024-Q2,12,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2024-Q3,12,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2024-Q4,22,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2025-Q1,64,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2025-Q2,64,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2025-Q3,85,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2025-Q4,109,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2026-Q1,211,,,
subcat-quarter,planning-reasoning,neuro-symbolic,,2026-Q2,202,,,
subcat-quarter,planning-reasoning,other,,2021-Q2,1,,,
subcat-quarter,planning-reasoning,other,,2023-Q1,1,,,
subcat-quarter,planning-reasoning,other,,2023-Q2,3,,,
subcat-quarter,planning-reasoning,other,,2023-Q3,1,,,
subcat-quarter,planning-reasoning,other,,2023-Q4,4,,,
subcat-quarter,planning-reasoning,other,,2024-Q1,28,,,
subcat-quarter,planning-reasoning,other,,2024-Q2,18,,,
subcat-quarter,planning-reasoning,other,,2024-Q3,14,,,
subcat-quarter,planning-reasoning,other,,2024-Q4,38,,,
subcat-quarter,planning-reasoning,other,,2025-Q1,85,,,
subcat-quarter,planning-reasoning,other,,2025-Q2,93,,,
subcat-quarter,planning-reasoning,other,,2025-Q3,95,,,
subcat-quarter,planning-reasoning,other,,2025-Q4,149,,,
subcat-quarter,planning-reasoning,other,,2026-Q1,302,,,
subcat-quarter,planning-reasoning,other,,2026-Q2,388,,,
subcat-quarter,planning-reasoning,other,,2026-Q3,2,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2023-Q1,2,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2023-Q2,1,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2023-Q3,1,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2023-Q4,1,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2024-Q1,9,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2024-Q2,10,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2024-Q3,6,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2024-Q4,13,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2025-Q1,25,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2025-Q2,28,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2025-Q3,68,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2025-Q4,71,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2026-Q1,99,,,
subcat-quarter,planning-reasoning,reflection-self-correction,,2026-Q2,138,,,
subcat-quarter,planning-reasoning,rl-post-training,,2022-Q4,1,,,
subcat-quarter,planning-reasoning,rl-post-training,,2023-Q1,3,,,
subcat-quarter,planning-reasoning,rl-post-training,,2023-Q2,4,,,
subcat-quarter,planning-reasoning,rl-post-training,,2023-Q3,3,,,
subcat-quarter,planning-reasoning,rl-post-training,,2023-Q4,10,,,
subcat-quarter,planning-reasoning,rl-post-training,,2024-Q1,16,,,
subcat-quarter,planning-reasoning,rl-post-training,,2024-Q2,15,,,
subcat-quarter,planning-reasoning,rl-post-training,,2024-Q3,11,,,
subcat-quarter,planning-reasoning,rl-post-training,,2024-Q4,26,,,
subcat-quarter,planning-reasoning,rl-post-training,,2025-Q1,56,,,
subcat-quarter,planning-reasoning,rl-post-training,,2025-Q2,93,,,
subcat-quarter,planning-reasoning,rl-post-training,,2025-Q3,101,,,
subcat-quarter,planning-reasoning,rl-post-training,,2025-Q4,184,,,
subcat-quarter,planning-reasoning,rl-post-training,,2026-Q1,271,,,
subcat-quarter,planning-reasoning,rl-post-training,,2026-Q2,370,,,
subcat-quarter,planning-reasoning,search-exploration,,2020-Q1,2,,,
subcat-quarter,planning-reasoning,search-exploration,,2020-Q2,1,,,
subcat-quarter,planning-reasoning,search-exploration,,2020-Q3,1,,,
subcat-quarter,planning-reasoning,search-exploration,,2020-Q4,1,,,
subcat-quarter,planning-reasoning,search-exploration,,2021-Q1,1,,,
subcat-quarter,planning-reasoning,search-exploration,,2021-Q3,1,,,
subcat-quarter,planning-reasoning,search-exploration,,2021-Q4,2,,,
subcat-quarter,planning-reasoning,search-exploration,,2022-Q1,2,,,
subcat-quarter,planning-reasoning,search-exploration,,2022-Q2,3,,,
subcat-quarter,planning-reasoning,search-exploration,,2022-Q3,4,,,
subcat-quarter,planning-reasoning,search-exploration,,2022-Q4,8,,,
