skill,tier,year,month,date,postings
Knowledge-Based Systems,dialogue_reasoning,2021,2,2021-02-01,2
Knowledge-Based Systems,dialogue_reasoning,2021,3,2021-03-01,2
Knowledge-Based Systems,dialogue_reasoning,2021,4,2021-04-01,2
Knowledge-Based Systems,dialogue_reasoning,2021,5,2021-05-01,10
Knowledge-Based Systems,dialogue_reasoning,2021,6,2021-06-01,3
Knowledge-Based Systems,dialogue_reasoning,2021,7,2021-07-01,4
Knowledge-Based Systems,dialogue_reasoning,2021,8,2021-08-01,5
Knowledge-Based Systems,dialogue_reasoning,2021,9,2021-09-01,6
Knowledge-Based Systems,dialogue_reasoning,2021,10,2021-10-01,9
Knowledge-Based Systems,dialogue_reasoning,2021,11,2021-11-01,5
Knowledge-Based Systems,dialogue_reasoning,2021,12,2021-12-01,5
Knowledge-Based Systems,dialogue_reasoning,2022,1,2022-01-01,2
Knowledge-Based Systems,dialogue_reasoning,2022,2,2022-02-01,1
Knowledge-Based Systems,dialogue_reasoning,2022,3,2022-03-01,8
Knowledge-Based Systems,dialogue_reasoning,2022,4,2022-04-01,8
Knowledge-Based Systems,dialogue_reasoning,2022,5,2022-05-01,3
Knowledge-Based Systems,dialogue_reasoning,2022,6,2022-06-01,9
Knowledge-Based Systems,dialogue_reasoning,2022,7,2022-07-01,1
Knowledge-Based Systems,dialogue_reasoning,2022,8,2022-08-01,13
Knowledge-Based Systems,dialogue_reasoning,2022,9,2022-09-01,4
Knowledge-Based Systems,dialogue_reasoning,2022,10,2022-10-01,6
Knowledge-Based Systems,dialogue_reasoning,2022,11,2022-11-01,4
Knowledge-Based Systems,dialogue_reasoning,2022,12,2022-12-01,4
Knowledge-Based Systems,dialogue_reasoning,2023,1,2023-01-01,5
Knowledge-Based Systems,dialogue_reasoning,2023,2,2023-02-01,9
Knowledge-Based Systems,dialogue_reasoning,2023,3,2023-03-01,22
Knowledge-Based Systems,dialogue_reasoning,2023,4,2023-04-01,8
Knowledge-Based Systems,dialogue_reasoning,2023,5,2023-05-01,18
Knowledge-Based Systems,dialogue_reasoning,2023,6,2023-06-01,4
Knowledge-Based Systems,dialogue_reasoning,2023,7,2023-07-01,9
Knowledge-Based Systems,dialogue_reasoning,2023,8,2023-08-01,4
Knowledge-Based Systems,dialogue_reasoning,2023,9,2023-09-01,4
Knowledge-Based Systems,dialogue_reasoning,2023,10,2023-10-01,4
Knowledge-Based Systems,dialogue_reasoning,2023,11,2023-11-01,5
Knowledge-Based Systems,dialogue_reasoning,2023,12,2023-12-01,3
Knowledge-Based Systems,dialogue_reasoning,2024,1,2024-01-01,2
Knowledge-Based Systems,dialogue_reasoning,2024,2,2024-02-01,6
Knowledge-Based Systems,dialogue_reasoning,2024,3,2024-03-01,4
Knowledge-Based Systems,dialogue_reasoning,2024,4,2024-04-01,2
Knowledge-Based Systems,dialogue_reasoning,2024,5,2024-05-01,5
Knowledge-Based Systems,dialogue_reasoning,2024,6,2024-06-01,4
Knowledge-Based Systems,dialogue_reasoning,2024,7,2024-07-01,4
Knowledge-Based Systems,dialogue_reasoning,2024,8,2024-08-01,13
Knowledge-Based Systems,dialogue_reasoning,2024,9,2024-09-01,3
Knowledge-Based Systems,dialogue_reasoning,2024,10,2024-10-01,4
Knowledge-Based Systems,dialogue_reasoning,2024,11,2024-11-01,2
Knowledge-Based Systems,dialogue_reasoning,2024,12,2024-12-01,1
Knowledge-Based Systems,dialogue_reasoning,2025,1,2025-01-01,2
Knowledge-Based Systems,dialogue_reasoning,2025,4,2025-04-01,16
Knowledge-Based Systems,dialogue_reasoning,2025,5,2025-05-01,8
Knowledge-Based Systems,dialogue_reasoning,2025,6,2025-06-01,4
Knowledge-Based Systems,dialogue_reasoning,2025,7,2025-07-01,2
Knowledge-Based Systems,dialogue_reasoning,2025,8,2025-08-01,3
Knowledge-Based Systems,dialogue_reasoning,2025,9,2025-09-01,2
Knowledge-Based Systems,dialogue_reasoning,2025,11,2025-11-01,4
Knowledge-Based Systems,dialogue_reasoning,2025,12,2025-12-01,5
Language Model,llm_stack,2018,5,2018-05-01,2
Language Model,llm_stack,2018,6,2018-06-01,1
Language Model,llm_stack,2018,7,2018-07-01,1
Language Model,llm_stack,2018,8,2018-08-01,4
Language Model,llm_stack,2018,11,2018-11-01,2
Language Model,llm_stack,2019,2,2019-02-01,1
Language Model,llm_stack,2019,4,2019-04-01,2
Language Model,llm_stack,2019,7,2019-07-01,3
Language Model,llm_stack,2019,9,2019-09-01,2
Language Model,llm_stack,2019,12,2019-12-01,3
Language Model,llm_stack,2020,2,2020-02-01,1
Language Model,llm_stack,2020,3,2020-03-01,4
Language Model,llm_stack,2020,4,2020-04-01,2
Language Model,llm_stack,2020,5,2020-05-01,2
Language Model,llm_stack,2020,6,2020-06-01,3
Language Model,llm_stack,2020,7,2020-07-01,7
Language Model,llm_stack,2020,8,2020-08-01,1
Language Model,llm_stack,2020,10,2020-10-01,2
Language Model,llm_stack,2020,11,2020-11-01,6
Language Model,llm_stack,2020,12,2020-12-01,1
Language Model,llm_stack,2021,1,2021-01-01,2
Language Model,llm_stack,2021,2,2021-02-01,1
Language Model,llm_stack,2021,3,2021-03-01,4
Language Model,llm_stack,2021,4,2021-04-01,3
Language Model,llm_stack,2021,5,2021-05-01,4
Language Model,llm_stack,2021,6,2021-06-01,2
Language Model,llm_stack,2021,7,2021-07-01,3
Language Model,llm_stack,2021,8,2021-08-01,10
Language Model,llm_stack,2021,9,2021-09-01,13
Language Model,llm_stack,2021,10,2021-10-01,8
Language Model,llm_stack,2021,12,2021-12-01,5
Language Model,llm_stack,2022,1,2022-01-01,2
Language Model,llm_stack,2022,2,2022-02-01,8
Language Model,llm_stack,2022,3,2022-03-01,2
Language Model,llm_stack,2022,4,2022-04-01,10
Language Model,llm_stack,2022,5,2022-05-01,3
Language Model,llm_stack,2022,6,2022-06-01,3
Language Model,llm_stack,2022,7,2022-07-01,9
Language Model,llm_stack,2022,8,2022-08-01,13
Language Model,llm_stack,2022,9,2022-09-01,5
Language Model,llm_stack,2022,10,2022-10-01,10
Language Model,llm_stack,2022,11,2022-11-01,11
Language Model,llm_stack,2022,12,2022-12-01,16
Language Model,llm_stack,2023,1,2023-01-01,50
Language Model,llm_stack,2023,2,2023-02-01,32
Language Model,llm_stack,2023,3,2023-03-01,38
Language Model,llm_stack,2023,4,2023-04-01,15
Language Model,llm_stack,2023,5,2023-05-01,79
Language Model,llm_stack,2023,6,2023-06-01,44
Language Model,llm_stack,2023,7,2023-07-01,70
Language Model,llm_stack,2023,8,2023-08-01,72
Language Model,llm_stack,2023,9,2023-09-01,57
Language Model,llm_stack,2023,10,2023-10-01,98
Language Model,llm_stack,2023,11,2023-11-01,86
Language Model,llm_stack,2023,12,2023-12-01,73
Language Model,llm_stack,2024,1,2024-01-01,144
Language Model,llm_stack,2024,2,2024-02-01,156
Language Model,llm_stack,2024,3,2024-03-01,189
Language Model,llm_stack,2024,4,2024-04-01,229
Language Model,llm_stack,2024,5,2024-05-01,299
Language Model,llm_stack,2024,6,2024-06-01,244
Language Model,llm_stack,2024,7,2024-07-01,162
Language Model,llm_stack,2024,8,2024-08-01,118
Language Model,llm_stack,2024,9,2024-09-01,156
Language Model,llm_stack,2024,10,2024-10-01,213
Language Model,llm_stack,2024,11,2024-11-01,189
Language Model,llm_stack,2024,12,2024-12-01,166
Language Model,llm_stack,2025,1,2025-01-01,226
Language Model,llm_stack,2025,2,2025-02-01,209
Language Model,llm_stack,2025,3,2025-03-01,259
Language Model,llm_stack,2025,4,2025-04-01,275
Language Model,llm_stack,2025,5,2025-05-01,214
Language Model,llm_stack,2025,6,2025-06-01,173
Language Model,llm_stack,2025,7,2025-07-01,180
Language Model,llm_stack,2025,8,2025-08-01,269
Language Model,llm_stack,2025,9,2025-09-01,308
Language Model,llm_stack,2025,10,2025-10-01,343
Language Model,llm_stack,2025,11,2025-11-01,352
Language Model,llm_stack,2025,12,2025-12-01,92
Language Model,llm_stack,2026,1,2026-01-01,1
Large Language Modeling,llm_stack,2018,1,2018-01-01,12
Large Language Modeling,llm_stack,2018,2,2018-02-01,5
Large Language Modeling,llm_stack,2018,3,2018-03-01,46
Large Language Modeling,llm_stack,2018,4,2018-04-01,25
Large Language Modeling,llm_stack,2018,5,2018-05-01,53
Large Language Modeling,llm_stack,2018,6,2018-06-01,28
Large Language Modeling,llm_stack,2018,7,2018-07-01,73
Large Language Modeling,llm_stack,2018,8,2018-08-01,36
Large Language Modeling,llm_stack,2018,9,2018-09-01,56
Large Language Modeling,llm_stack,2018,10,2018-10-01,66
Large Language Modeling,llm_stack,2018,11,2018-11-01,124
Large Language Modeling,llm_stack,2018,12,2018-12-01,73
Large Language Modeling,llm_stack,2019,1,2019-01-01,62
Large Language Modeling,llm_stack,2019,2,2019-02-01,49
Large Language Modeling,llm_stack,2019,3,2019-03-01,99
Large Language Modeling,llm_stack,2019,4,2019-04-01,74
Large Language Modeling,llm_stack,2019,5,2019-05-01,76
Large Language Modeling,llm_stack,2019,6,2019-06-01,68
Large Language Modeling,llm_stack,2019,7,2019-07-01,117
Large Language Modeling,llm_stack,2019,8,2019-08-01,62
Large Language Modeling,llm_stack,2019,9,2019-09-01,103
Large Language Modeling,llm_stack,2019,10,2019-10-01,75
Large Language Modeling,llm_stack,2019,11,2019-11-01,56
Large Language Modeling,llm_stack,2019,12,2019-12-01,109
Large Language Modeling,llm_stack,2020,1,2020-01-01,155
Large Language Modeling,llm_stack,2020,2,2020-02-01,143
Large Language Modeling,llm_stack,2020,3,2020-03-01,138
Large Language Modeling,llm_stack,2020,4,2020-04-01,91
Large Language Modeling,llm_stack,2020,5,2020-05-01,73
Large Language Modeling,llm_stack,2020,6,2020-06-01,116
Large Language Modeling,llm_stack,2020,7,2020-07-01,114
Large Language Modeling,llm_stack,2020,8,2020-08-01,72
Large Language Modeling,llm_stack,2020,9,2020-09-01,125
Large Language Modeling,llm_stack,2020,10,2020-10-01,150
Large Language Modeling,llm_stack,2020,11,2020-11-01,165
Large Language Modeling,llm_stack,2020,12,2020-12-01,95
Large Language Modeling,llm_stack,2021,1,2021-01-01,163
Large Language Modeling,llm_stack,2021,2,2021-02-01,166
Large Language Modeling,llm_stack,2021,3,2021-03-01,195
Large Language Modeling,llm_stack,2021,4,2021-04-01,153
Large Language Modeling,llm_stack,2021,5,2021-05-01,205
Large Language Modeling,llm_stack,2021,6,2021-06-01,119
Large Language Modeling,llm_stack,2021,7,2021-07-01,191
Large Language Modeling,llm_stack,2021,8,2021-08-01,106
Large Language Modeling,llm_stack,2021,9,2021-09-01,255
Large Language Modeling,llm_stack,2021,10,2021-10-01,182
Large Language Modeling,llm_stack,2021,11,2021-11-01,107
Large Language Modeling,llm_stack,2021,12,2021-12-01,151
Large Language Modeling,llm_stack,2022,1,2022-01-01,215
Large Language Modeling,llm_stack,2022,2,2022-02-01,175
Large Language Modeling,llm_stack,2022,3,2022-03-01,266
Large Language Modeling,llm_stack,2022,4,2022-04-01,162
Large Language Modeling,llm_stack,2022,5,2022-05-01,164
Large Language Modeling,llm_stack,2022,6,2022-06-01,200
Large Language Modeling,llm_stack,2022,7,2022-07-01,302
Large Language Modeling,llm_stack,2022,8,2022-08-01,247
Large Language Modeling,llm_stack,2022,9,2022-09-01,214
Large Language Modeling,llm_stack,2022,10,2022-10-01,213
Large Language Modeling,llm_stack,2022,11,2022-11-01,269
Large Language Modeling,llm_stack,2022,12,2022-12-01,193
Large Language Modeling,llm_stack,2023,1,2023-01-01,237
Large Language Modeling,llm_stack,2023,2,2023-02-01,206
Large Language Modeling,llm_stack,2023,3,2023-03-01,287
Large Language Modeling,llm_stack,2023,4,2023-04-01,309
Large Language Modeling,llm_stack,2023,5,2023-05-01,358
Large Language Modeling,llm_stack,2023,6,2023-06-01,413
Large Language Modeling,llm_stack,2023,7,2023-07-01,456
Large Language Modeling,llm_stack,2023,8,2023-08-01,440
Large Language Modeling,llm_stack,2023,9,2023-09-01,628
Large Language Modeling,llm_stack,2023,10,2023-10-01,654
Large Language Modeling,llm_stack,2023,11,2023-11-01,729
Large Language Modeling,llm_stack,2023,12,2023-12-01,634
Large Language Modeling,llm_stack,2024,1,2024-01-01,945
Large Language Modeling,llm_stack,2024,2,2024-02-01,825
Large Language Modeling,llm_stack,2024,3,2024-03-01,1135
Large Language Modeling,llm_stack,2024,4,2024-04-01,1163
Large Language Modeling,llm_stack,2024,5,2024-05-01,1208
Large Language Modeling,llm_stack,2024,6,2024-06-01,1260
Large Language Modeling,llm_stack,2024,7,2024-07-01,1212
Large Language Modeling,llm_stack,2024,8,2024-08-01,1022
Large Language Modeling,llm_stack,2024,9,2024-09-01,1179
Large Language Modeling,llm_stack,2024,10,2024-10-01,1493
Large Language Modeling,llm_stack,2024,11,2024-11-01,1400
Large Language Modeling,llm_stack,2024,12,2024-12-01,1493
Large Language Modeling,llm_stack,2025,1,2025-01-01,2468
Large Language Modeling,llm_stack,2025,2,2025-02-01,2141
Large Language Modeling,llm_stack,2025,3,2025-03-01,2412
Large Language Modeling,llm_stack,2025,4,2025-04-01,2913
Large Language Modeling,llm_stack,2025,5,2025-05-01,2637
Large Language Modeling,llm_stack,2025,6,2025-06-01,2629
Large Language Modeling,llm_stack,2025,7,2025-07-01,3371
Large Language Modeling,llm_stack,2025,8,2025-08-01,3316
Large Language Modeling,llm_stack,2025,9,2025-09-01,4633
Large Language Modeling,llm_stack,2025,10,2025-10-01,4590
Large Language Modeling,llm_stack,2025,11,2025-11-01,5075
Large Language Modeling,llm_stack,2025,12,2025-12-01,1586
Large Language Modeling,llm_stack,2026,1,2026-01-01,40
Multi-Agent Systems,agent_named,2018,5,2018-05-01,4
Multi-Agent Systems,agent_named,2018,6,2018-06-01,2
Multi-Agent Systems,agent_named,2018,7,2018-07-01,1
Multi-Agent Systems,agent_named,2018,8,2018-08-01,2
Multi-Agent Systems,agent_named,2018,10,2018-10-01,1
Multi-Agent Systems,agent_named,2018,11,2018-11-01,8
Multi-Agent Systems,agent_named,2018,12,2018-12-01,5
Multi-Agent Systems,agent_named,2019,1,2019-01-01,1
Multi-Agent Systems,agent_named,2019,2,2019-02-01,1
Multi-Agent Systems,agent_named,2019,3,2019-03-01,11
Multi-Agent Systems,agent_named,2019,4,2019-04-01,1
Multi-Agent Systems,agent_named,2019,6,2019-06-01,8
Multi-Agent Systems,agent_named,2019,7,2019-07-01,4
Multi-Agent Systems,agent_named,2019,8,2019-08-01,1
Multi-Agent Systems,agent_named,2019,9,2019-09-01,7
Multi-Agent Systems,agent_named,2019,10,2019-10-01,6
Multi-Agent Systems,agent_named,2019,11,2019-11-01,5
Multi-Agent Systems,agent_named,2019,12,2019-12-01,2
Multi-Agent Systems,agent_named,2020,1,2020-01-01,5
Multi-Agent Systems,agent_named,2020,2,2020-02-01,8
Multi-Agent Systems,agent_named,2020,3,2020-03-01,7
Multi-Agent Systems,agent_named,2020,4,2020-04-01,4
Multi-Agent Systems,agent_named,2020,5,2020-05-01,4
Multi-Agent Systems,agent_named,2020,6,2020-06-01,2
Multi-Agent Systems,agent_named,2020,7,2020-07-01,7
Multi-Agent Systems,agent_named,2020,8,2020-08-01,7
Multi-Agent Systems,agent_named,2020,9,2020-09-01,7
Multi-Agent Systems,agent_named,2020,10,2020-10-01,4
Multi-Agent Systems,agent_named,2020,11,2020-11-01,7
Multi-Agent Systems,agent_named,2020,12,2020-12-01,6
Multi-Agent Systems,agent_named,2021,1,2021-01-01,9
Multi-Agent Systems,agent_named,2021,2,2021-02-01,6
Multi-Agent Systems,agent_named,2021,3,2021-03-01,9
Multi-Agent Systems,agent_named,2021,4,2021-04-01,23
Multi-Agent Systems,agent_named,2021,5,2021-05-01,19
Multi-Agent Systems,agent_named,2021,6,2021-06-01,4
Multi-Agent Systems,agent_named,2021,7,2021-07-01,9
Multi-Agent Systems,agent_named,2021,8,2021-08-01,6
Multi-Agent Systems,agent_named,2021,9,2021-09-01,10
Multi-Agent Systems,agent_named,2021,10,2021-10-01,7
Multi-Agent Systems,agent_named,2021,11,2021-11-01,7
Multi-Agent Systems,agent_named,2021,12,2021-12-01,8
Multi-Agent Systems,agent_named,2022,1,2022-01-01,2
Multi-Agent Systems,agent_named,2022,2,2022-02-01,12
Multi-Agent Systems,agent_named,2022,3,2022-03-01,20
Multi-Agent Systems,agent_named,2022,4,2022-04-01,5
Multi-Agent Systems,agent_named,2022,5,2022-05-01,7
Multi-Agent Systems,agent_named,2022,6,2022-06-01,12
Multi-Agent Systems,agent_named,2022,7,2022-07-01,23
Multi-Agent Systems,agent_named,2022,8,2022-08-01,15
Multi-Agent Systems,agent_named,2022,9,2022-09-01,17
Multi-Agent Systems,agent_named,2022,10,2022-10-01,18
Multi-Agent Systems,agent_named,2022,11,2022-11-01,3
Multi-Agent Systems,agent_named,2022,12,2022-12-01,15
Multi-Agent Systems,agent_named,2023,1,2023-01-01,6
Multi-Agent Systems,agent_named,2023,2,2023-02-01,10
Multi-Agent Systems,agent_named,2023,3,2023-03-01,12
Multi-Agent Systems,agent_named,2023,4,2023-04-01,19
Multi-Agent Systems,agent_named,2023,5,2023-05-01,11
Multi-Agent Systems,agent_named,2023,6,2023-06-01,5
Multi-Agent Systems,agent_named,2023,7,2023-07-01,9
Multi-Agent Systems,agent_named,2023,8,2023-08-01,15
Multi-Agent Systems,agent_named,2023,9,2023-09-01,14
Multi-Agent Systems,agent_named,2023,10,2023-10-01,28
Multi-Agent Systems,agent_named,2023,11,2023-11-01,16
Multi-Agent Systems,agent_named,2023,12,2023-12-01,28
Multi-Agent Systems,agent_named,2024,1,2024-01-01,15
Multi-Agent Systems,agent_named,2024,2,2024-02-01,15
Multi-Agent Systems,agent_named,2024,3,2024-03-01,17
Multi-Agent Systems,agent_named,2024,4,2024-04-01,18
Multi-Agent Systems,agent_named,2024,5,2024-05-01,15
Multi-Agent Systems,agent_named,2024,6,2024-06-01,13
Multi-Agent Systems,agent_named,2024,7,2024-07-01,12
Multi-Agent Systems,agent_named,2024,8,2024-08-01,19
Multi-Agent Systems,agent_named,2024,9,2024-09-01,16
Multi-Agent Systems,agent_named,2024,10,2024-10-01,22
Multi-Agent Systems,agent_named,2024,11,2024-11-01,17
Multi-Agent Systems,agent_named,2024,12,2024-12-01,16
Multi-Agent Systems,agent_named,2025,1,2025-01-01,53
Multi-Agent Systems,agent_named,2025,2,2025-02-01,40
Multi-Agent Systems,agent_named,2025,3,2025-03-01,84
Multi-Agent Systems,agent_named,2025,4,2025-04-01,84
Multi-Agent Systems,agent_named,2025,5,2025-05-01,62
Multi-Agent Systems,agent_named,2025,6,2025-06-01,51
Multi-Agent Systems,agent_named,2025,7,2025-07-01,91
Multi-Agent Systems,agent_named,2025,8,2025-08-01,108
Multi-Agent Systems,agent_named,2025,9,2025-09-01,159
Multi-Agent Systems,agent_named,2025,10,2025-10-01,173
Multi-Agent Systems,agent_named,2025,11,2025-11-01,235
Multi-Agent Systems,agent_named,2025,12,2025-12-01,50
Multi-Agent Systems,agent_named,2026,1,2026-01-01,1
Natural Language Generation,llm_stack,2018,1,2018-01-01,1
Natural Language Generation,llm_stack,2018,3,2018-03-01,5
Natural Language Generation,llm_stack,2018,4,2018-04-01,9
Natural Language Generation,llm_stack,2018,5,2018-05-01,16
Natural Language Generation,llm_stack,2018,6,2018-06-01,20
Natural Language Generation,llm_stack,2018,7,2018-07-01,9
Natural Language Generation,llm_stack,2018,8,2018-08-01,3
Natural Language Generation,llm_stack,2018,9,2018-09-01,7
Natural Language Generation,llm_stack,2018,10,2018-10-01,3
Natural Language Generation,llm_stack,2018,11,2018-11-01,7
Natural Language Generation,llm_stack,2018,12,2018-12-01,5
Natural Language Generation,llm_stack,2019,1,2019-01-01,10
Natural Language Generation,llm_stack,2019,2,2019-02-01,4
Natural Language Generation,llm_stack,2019,3,2019-03-01,4
Natural Language Generation,llm_stack,2019,4,2019-04-01,10
Natural Language Generation,llm_stack,2019,5,2019-05-01,3
Natural Language Generation,llm_stack,2019,6,2019-06-01,4
Natural Language Generation,llm_stack,2019,7,2019-07-01,4
Natural Language Generation,llm_stack,2019,8,2019-08-01,10
Natural Language Generation,llm_stack,2019,9,2019-09-01,4
Natural Language Generation,llm_stack,2019,10,2019-10-01,4
Natural Language Generation,llm_stack,2019,11,2019-11-01,6
Natural Language Generation,llm_stack,2019,12,2019-12-01,6
Natural Language Generation,llm_stack,2020,1,2020-01-01,10
Natural Language Generation,llm_stack,2020,2,2020-02-01,6
Natural Language Generation,llm_stack,2020,3,2020-03-01,13
Natural Language Generation,llm_stack,2020,4,2020-04-01,3
Natural Language Generation,llm_stack,2020,5,2020-05-01,18
Natural Language Generation,llm_stack,2020,6,2020-06-01,6
Natural Language Generation,llm_stack,2020,7,2020-07-01,17
Natural Language Generation,llm_stack,2020,8,2020-08-01,10
Natural Language Generation,llm_stack,2020,9,2020-09-01,14
Natural Language Generation,llm_stack,2020,10,2020-10-01,13
Natural Language Generation,llm_stack,2020,11,2020-11-01,13
Natural Language Generation,llm_stack,2020,12,2020-12-01,12
Natural Language Generation,llm_stack,2021,1,2021-01-01,8
Natural Language Generation,llm_stack,2021,2,2021-02-01,9
Natural Language Generation,llm_stack,2021,3,2021-03-01,28
Natural Language Generation,llm_stack,2021,4,2021-04-01,28
Natural Language Generation,llm_stack,2021,5,2021-05-01,45
Natural Language Generation,llm_stack,2021,6,2021-06-01,18
Natural Language Generation,llm_stack,2021,7,2021-07-01,9
Natural Language Generation,llm_stack,2021,8,2021-08-01,9
Natural Language Generation,llm_stack,2021,9,2021-09-01,18
Natural Language Generation,llm_stack,2021,10,2021-10-01,19
Natural Language Generation,llm_stack,2021,11,2021-11-01,21
Natural Language Generation,llm_stack,2021,12,2021-12-01,16
Natural Language Generation,llm_stack,2022,1,2022-01-01,24
Natural Language Generation,llm_stack,2022,2,2022-02-01,44
Natural Language Generation,llm_stack,2022,3,2022-03-01,28
Natural Language Generation,llm_stack,2022,4,2022-04-01,14
Natural Language Generation,llm_stack,2022,5,2022-05-01,14
Natural Language Generation,llm_stack,2022,6,2022-06-01,30
Natural Language Generation,llm_stack,2022,7,2022-07-01,18
Natural Language Generation,llm_stack,2022,8,2022-08-01,15
Natural Language Generation,llm_stack,2022,9,2022-09-01,18
Natural Language Generation,llm_stack,2022,10,2022-10-01,23
Natural Language Generation,llm_stack,2022,11,2022-11-01,26
Natural Language Generation,llm_stack,2022,12,2022-12-01,18
Natural Language Generation,llm_stack,2023,1,2023-01-01,12
Natural Language Generation,llm_stack,2023,2,2023-02-01,14
Natural Language Generation,llm_stack,2023,3,2023-03-01,19
Natural Language Generation,llm_stack,2023,4,2023-04-01,15
Natural Language Generation,llm_stack,2023,5,2023-05-01,19
Natural Language Generation,llm_stack,2023,6,2023-06-01,17
Natural Language Generation,llm_stack,2023,7,2023-07-01,13
Natural Language Generation,llm_stack,2023,8,2023-08-01,14
Natural Language Generation,llm_stack,2023,9,2023-09-01,8
Natural Language Generation,llm_stack,2023,10,2023-10-01,7
Natural Language Generation,llm_stack,2023,11,2023-11-01,20
Natural Language Generation,llm_stack,2023,12,2023-12-01,15
Natural Language Generation,llm_stack,2024,1,2024-01-01,10
Natural Language Generation,llm_stack,2024,2,2024-02-01,11
Natural Language Generation,llm_stack,2024,3,2024-03-01,21
Natural Language Generation,llm_stack,2024,4,2024-04-01,6
Natural Language Generation,llm_stack,2024,5,2024-05-01,19
Natural Language Generation,llm_stack,2024,6,2024-06-01,15
Natural Language Generation,llm_stack,2024,7,2024-07-01,14
Natural Language Generation,llm_stack,2024,8,2024-08-01,9
Natural Language Generation,llm_stack,2024,9,2024-09-01,15
Natural Language Generation,llm_stack,2024,10,2024-10-01,18
Natural Language Generation,llm_stack,2024,11,2024-11-01,8
Natural Language Generation,llm_stack,2024,12,2024-12-01,15
Natural Language Generation,llm_stack,2025,1,2025-01-01,23
Natural Language Generation,llm_stack,2025,2,2025-02-01,9
Natural Language Generation,llm_stack,2025,3,2025-03-01,12
Natural Language Generation,llm_stack,2025,4,2025-04-01,13
Natural Language Generation,llm_stack,2025,5,2025-05-01,29
Natural Language Generation,llm_stack,2025,6,2025-06-01,10
Natural Language Generation,llm_stack,2025,7,2025-07-01,11
Natural Language Generation,llm_stack,2025,8,2025-08-01,7
Natural Language Generation,llm_stack,2025,9,2025-09-01,11
Natural Language Generation,llm_stack,2025,10,2025-10-01,13
Natural Language Generation,llm_stack,2025,11,2025-11-01,7
Natural Language Generation,llm_stack,2025,12,2025-12-01,7
Prompt Engineering,llm_stack,2018,5,2018-05-01,1
Prompt Engineering,llm_stack,2018,12,2018-12-01,2
Prompt Engineering,llm_stack,2019,1,2019-01-01,1
Prompt Engineering,llm_stack,2019,2,2019-02-01,5
Prompt Engineering,llm_stack,2019,3,2019-03-01,1
Prompt Engineering,llm_stack,2022,8,2022-08-01,1
Prompt Engineering,llm_stack,2022,9,2022-09-01,1
Prompt Engineering,llm_stack,2022,11,2022-11-01,7
Prompt Engineering,llm_stack,2023,2,2023-02-01,1
Prompt Engineering,llm_stack,2023,3,2023-03-01,13
Prompt Engineering,llm_stack,2023,4,2023-04-01,10
Prompt Engineering,llm_stack,2023,5,2023-05-01,78
Prompt Engineering,llm_stack,2023,6,2023-06-01,50
Prompt Engineering,llm_stack,2023,7,2023-07-01,59
Prompt Engineering,llm_stack,2023,8,2023-08-01,78
Prompt Engineering,llm_stack,2023,9,2023-09-01,61
Prompt Engineering,llm_stack,2023,10,2023-10-01,91
Prompt Engineering,llm_stack,2023,11,2023-11-01,102
Prompt Engineering,llm_stack,2023,12,2023-12-01,109
Prompt Engineering,llm_stack,2024,1,2024-01-01,232
Prompt Engineering,llm_stack,2024,2,2024-02-01,160
Prompt Engineering,llm_stack,2024,3,2024-03-01,184
Prompt Engineering,llm_stack,2024,4,2024-04-01,188
Prompt Engineering,llm_stack,2024,5,2024-05-01,182
Prompt Engineering,llm_stack,2024,6,2024-06-01,247
Prompt Engineering,llm_stack,2024,7,2024-07-01,310
Prompt Engineering,llm_stack,2024,8,2024-08-01,208
Prompt Engineering,llm_stack,2024,9,2024-09-01,265
Prompt Engineering,llm_stack,2024,10,2024-10-01,271
Prompt Engineering,llm_stack,2024,11,2024-11-01,291
Prompt Engineering,llm_stack,2024,12,2024-12-01,314
Prompt Engineering,llm_stack,2025,1,2025-01-01,598
Prompt Engineering,llm_stack,2025,2,2025-02-01,479
Prompt Engineering,llm_stack,2025,3,2025-03-01,693
Prompt Engineering,llm_stack,2025,4,2025-04-01,964
Prompt Engineering,llm_stack,2025,5,2025-05-01,794
Prompt Engineering,llm_stack,2025,6,2025-06-01,902
Prompt Engineering,llm_stack,2025,7,2025-07-01,1220
Prompt Engineering,llm_stack,2025,8,2025-08-01,1322
Prompt Engineering,llm_stack,2025,9,2025-09-01,1638
Prompt Engineering,llm_stack,2025,10,2025-10-01,1599
Prompt Engineering,llm_stack,2025,11,2025-11-01,1733
Prompt Engineering,llm_stack,2025,12,2025-12-01,724
Prompt Engineering,llm_stack,2026,1,2026-01-01,8
Reasoning Systems,dialogue_reasoning,2018,5,2018-05-01,2
Reasoning Systems,dialogue_reasoning,2018,7,2018-07-01,1
Reasoning Systems,dialogue_reasoning,2018,12,2018-12-01,1
Reasoning Systems,dialogue_reasoning,2019,4,2019-04-01,1
Reasoning Systems,dialogue_reasoning,2019,10,2019-10-01,1
Reasoning Systems,dialogue_reasoning,2019,12,2019-12-01,1
Reasoning Systems,dialogue_reasoning,2020,2,2020-02-01,1
Reasoning Systems,dialogue_reasoning,2020,6,2020-06-01,1
Reasoning Systems,dialogue_reasoning,2020,8,2020-08-01,2
Reasoning Systems,dialogue_reasoning,2020,12,2020-12-01,1
Reasoning Systems,dialogue_reasoning,2021,1,2021-01-01,1
